,phi0,phi2,Phi0,Phi2,phi_ref
2599,1.0252232121972062e-08,-4.162665272427593e-15,1.0252223796641518e-08,-4.162665272427593e-15,1.062891141681959e-08
2600,2.946617386907601e-09,-4.0800791705608724e-16,2.946616570891767e-09,-4.0800791705608724e-16,3.2079542002891385e-09
2601,5.618005849582786e-09,-9.722842815422121e-16,5.618003905014223e-09,-9.722842815422121e-16,6.007242144671412e-09
2602,1.6166421706707648e-08,-8.610881209935521e-15,1.616640448494523e-08,-8.610881209935521e-15,1.6461032666704726e-08
2603,1.521722124703783e-08,-7.830307363428634e-15,1.5217205586423103e-08,-7.830307363428634e-15,1.543323776612372e-08
2604,1.3813544278240102e-08,-7.231051719324741e-15,1.3813529816136664e-08,-7.231051719324741e-15,1.3247105618800153e-08
2605,1.210653343290388e-08,-6.656095744353556e-15,1.2106520120712392e-08,-6.656095744353556e-15,1.1675330149048892e-08
2606,1.1383843238154886e-08,-6.362433926222335e-15,1.1383830513287034e-08,-6.362433926222335e-15,1.1669972665717562e-08
2607,1.1344793847684169e-08,-6.171426070993372e-15,1.1344781504832027e-08,-6.171426070993372e-15,1.15807769563471e-08
2608,1.1425965656578373e-08,-6.1973541850889224e-15,1.1425953261870002e-08,-6.1973541850889224e-15,1.1668973148867873e-08
2609,1.1401461692375665e-08,-6.095675064718864e-15,1.1401449501025535e-08,-6.095675064718864e-15,1.1669159074271816e-08
2610,1.1343218846291179e-08,-5.942975469277404e-15,1.134320696034024e-08,-5.942975469277404e-15,1.1613643036449586e-08
2611,1.1406949111876761e-08,-5.939578481450879e-15,1.1406937232719798e-08,-5.939578481450879e-15,1.1681141014022749e-08
2612,1.1393723671177154e-08,-5.844863784010905e-15,1.1393711981449585e-08,-5.844863784010905e-15,1.1669166923535152e-08
2613,1.1369533664843918e-08,-5.7349603696639274e-15,1.1369522194923179e-08,-5.7349603696639274e-15,1.1649309112513783e-08
2614,1.1334310954673559e-08,-5.606106940458637e-15,1.1334299742459678e-08,-5.606106940458637e-15,1.1619957925224102e-08
2615,1.128323712991167e-08,-5.453826419279758e-15,1.1283226222258832e-08,-5.453826419279758e-15,1.1575433524990531e-08
2616,1.1202347638413373e-08,-5.260147180369343e-15,1.1202337118119012e-08,-5.260147180369343e-15,1.1506226470287131e-08
2617,1.1044907986926986e-08,-4.9736844618155144e-15,1.1044898039558061e-08,-4.9736844618155144e-15,1.1362067101570496e-08
2618,1.0887192220540357e-08,-4.674624366444422e-15,1.0887182871291624e-08,-4.674624366444422e-15,1.1230243160222411e-08
2619,1.0572047395132284e-08,-4.208966046377394e-15,1.0572038977200192e-08,-4.208966046377394e-15,1.095062852267873e-08
2620,9.99684001973761e-09,-3.5231806327610464e-15,9.996832973376345e-09,-3.5231806327610464e-15,1.0429596418563513e-08
2621,8.809007259540709e-09,-2.4786037329319757e-15,8.809002302333244e-09,-2.4786037329319757e-15,9.316640403221789e-09
2622,5.950589840784871e-09,-1.0156838806796008e-15,5.95058780941711e-09,-1.0156838806796008e-15,6.480833131538905e-09
2623,6.077216835369756e-10,-4.393709002882071e-17,6.077215956627955e-10,-4.393709002882071e-17,6.954785760761801e-10
2624,3.1694363807699556e-09,-2.5531842622942765e-16,3.169435870133103e-09,-2.5531842622942765e-16,3.6244282169117398e-09
2625,1.8493890365751124e-08,-6.39847075411131e-15,1.8493877568809617e-08,-6.39847075411131e-15,1.9599820566416718e-08
2626,2.1279342689468876e-08,-9.871823263439982e-15,2.127932294582235e-08,-9.871823263439982e-15,2.157862946640307e-08
2627,1.8884879350245852e-08,-9.678590839027929e-15,1.8884859993064175e-08,-9.678590839027929e-15,1.7758832892438525e-08
2628,1.4840589209921496e-08,-8.558810493889865e-15,1.4840572092300508e-08,-8.558810493889865e-15,1.3110883519579468e-08
2629,1.2097912624538566e-08,-7.71780413034038e-15,1.2097897188930306e-08,-7.71780413034038e-15,1.1855258985400579e-08
2630,1.1477075788501862e-08,-7.435649336877545e-15,1.1477060917203188e-08,-7.435649336877545e-15,1.1658236979718327e-08
2631,1.1397243551495788e-08,-7.327431254512034e-15,1.1397228896633279e-08,-7.327431254512034e-15,1.1649553239755546e-08
2632,1.1405716003074235e-08,-7.257511629522755e-15,1.1405701488050976e-08,-7.257511629522755e-15,1.1665498771361069e-08
2633,1.1424359415381381e-08,-7.198972719399676e-15,1.1424345017435943e-08,-7.198972719399676e-15,1.1684616960109507e-08
2634,1.144460756942485e-08,-7.14923753859261e-15,1.1444593270949773e-08,-7.14923753859261e-15,1.1702794331726133e-08
2635,1.14633299551065e-08,-7.105854416242535e-15,1.1463315743397668e-08,-7.105854416242535e-15,1.1718472367424482e-08
2636,1.1479553453826157e-08,-7.067604951528832e-15,1.1479539318616254e-08,-7.067604951528832e-15,1.173173645271474e-08
2637,1.1493138372757477e-08,-7.033751608768795e-15,1.1493124305254259e-08,-7.033751608768795e-15,1.1742846767008602e-08
2638,1.1504909039011062e-08,-7.0034822175043056e-15,1.1504895032046627e-08,-7.0034822175043056e-15,1.1752222195887805e-08
2639,1.151476303739026e-08,-6.976182315876447e-15,1.1514749085025627e-08,-6.976182315876447e-15,1.1760167455428029e-08
2640,1.152309601612442e-08,-6.951550951666622e-15,1.1523082113022516e-08,-6.951550951666622e-15,1.1767081516405968e-08
2641,1.1530001985960926e-08,-6.928791527303362e-15,1.1529988128377871e-08,-6.928791527303362e-15,1.1772455129160303e-08
2642,1.1536243051644864e-08,-6.90835607573869e-15,1.1536229234932713e-08,-6.90835607573869e-15,1.1777529008675608e-08
2643,1.1540916992723877e-08,-6.888422706357144e-15,1.1540903215878464e-08,-6.888422706357144e-15,1.178129238798474e-08
2644,1.1544483148051426e-08,-6.8697991895147005e-15,1.1544469408453046e-08,-6.8697991895147005e-15,1.1784356513092022e-08
2645,1.1359521025477906e-08,-6.593447898491278e-15,1.1359507838582108e-08,-6.593447898491278e-15,1.1592431778002e-08
2646,1.154204863188058e-08,-6.826660016679587e-15,1.1542034978560547e-08,-6.826660016679587e-15,1.1780112676928141e-08
2647,1.155008910603392e-08,-6.821300152414135e-15,1.1550075463433614e-08,-6.821300152414135e-15,1.1788171844032678e-08
2648,1.1552357173432826e-08,-6.805489646387154e-15,1.1552343562453533e-08,-6.805489646387154e-15,1.1789847300025194e-08
2649,1.1554942507387547e-08,-6.78950190089642e-15,1.1554928928383745e-08,-6.78950190089642e-15,1.1794043090997939e-08
2650,1.1557045509011875e-08,-6.774702295292276e-15,1.1557031959607284e-08,-6.774702295292276e-15,1.1794589913344292e-08
2651,1.1555844654865655e-08,-6.7575433385128725e-15,1.1555831139778978e-08,-6.7575433385128725e-15,1.1793798081766878e-08
2652,1.1553123632615767e-08,-6.737352067052468e-15,1.1553110157911632e-08,-6.737352067052468e-15,1.1791151680084846e-08
2653,1.1545629312546509e-08,-6.710069207562208e-15,1.1545615892408095e-08,-6.710069207562208e-15,1.1784468173999126e-08
2654,1.1526875057147926e-08,-6.665525796308704e-15,1.1526861726096334e-08,-6.665525796308704e-15,1.1767862728155882e-08
2655,1.146614637654921e-08,-6.558837307417792e-15,1.1466133258874594e-08,-6.558837307417792e-15,1.171153291322669e-08
2656,8.76456551795697e-09,-3.554630047202746e-15,8.764558408696875e-09,-3.554630047202746e-15,8.979664960839576e-09
2657,8.801108995253182e-09,-3.540470722322703e-15,8.801101914311737e-09,-3.540470722322703e-15,8.954360431549897e-09
2658,1.1755348193225752e-08,-6.855282548540051e-15,1.1755334482660654e-08,-6.855282548540051e-15,1.1969597949522304e-08
2659,1.1674800347625196e-08,-6.816029543086208e-15,1.167478671556611e-08,-6.816029543086208e-15,1.1885676609558796e-08
2660,1.1574035077940279e-08,-6.7499346068323e-15,1.1574021578071065e-08,-6.7499346068323e-15,1.1740548616282183e-08
2661,1.1508011577497013e-08,-6.706553195866828e-15,1.1507998164390621e-08,-6.706553195866828e-15,1.1754873037972005e-08
2662,1.1528592531341903e-08,-6.7061389318325846e-15,1.1528579119064038e-08,-6.7061389318325846e-15,1.1770496109519442e-08
2663,1.153971200003748e-08,-6.698725439010774e-15,1.1539698602586601e-08,-6.698725439010774e-15,1.1777006987188187e-08
2664,1.1544896047343454e-08,-6.690378675843767e-15,1.1544882666586103e-08,-6.690378675843767e-15,1.178240694295344e-08
2665,1.1548185596882093e-08,-6.682572106795397e-15,1.154817223173788e-08,-6.682572106795397e-15,1.1785577220726871e-08
2666,1.1460726191543135e-08,-6.553976811066621e-15,1.1460713083589513e-08,-6.553976811066621e-15,1.1693787301943245e-08
2667,1.1551641318799805e-08,-6.668353936101977e-15,1.1551627982091932e-08,-6.668353936101977e-15,1.1787179563526529e-08
2668,1.1553765533379386e-08,-6.664826848633625e-15,1.1553752203725688e-08,-6.664826848633625e-15,1.178939394920813e-08
2669,1.1555571212917836e-08,-6.658743377998755e-15,1.155555789543108e-08,-6.658743377998755e-15,1.1790619011992467e-08
2670,1.1557496495247545e-08,-6.6528707540463e-15,1.1557483189506037e-08,-6.6528707540463e-15,1.1793501938096769e-08
2671,1.1559038615365707e-08,-6.6479639220586084e-15,1.1559025319437864e-08,-6.6479639220586084e-15,1.17944256126773e-08
2672,1.1560144578749193e-08,-6.6432890347548545e-15,1.1560131292171124e-08,-6.6432890347548545e-15,1.1795127291983928e-08
2673,1.1560686988806537e-08,-6.638124665852474e-15,1.1560673712557206e-08,-6.638124665852474e-15,1.1795685360209937e-08
2674,1.1560988248076637e-08,-6.632705825053475e-15,1.1560974982664986e-08,-6.632705825053475e-15,1.1795982257675236e-08
2675,1.155884324602413e-08,-6.624961756038599e-15,1.1558829996100618e-08,-6.624961756038599e-15,1.1794185288043054e-08
2676,1.1229855637870538e-08,-6.189729299418825e-15,1.122984325841194e-08,-6.189729299418825e-15,1.1453627072873073e-08
2677,1.1549628795484123e-08,-6.608561718287258e-15,1.1549615578360686e-08,-6.608561718287258e-15,1.1784265724161036e-08
2678,1.1552011581856626e-08,-6.6114523771127006e-15,1.1551998358951871e-08,-6.6114523771127006e-15,1.178724823568756e-08
2679,1.1552317519433523e-08,-6.603783919063871e-15,1.1552304311865685e-08,-6.603783919063871e-15,1.1787317011729247e-08
2680,1.1555279848343704e-08,-6.5964140011939405e-15,1.1555266655515701e-08,-6.5964140011939405e-15,1.1794620189247935e-08
2681,1.1558910465947053e-08,-6.5926691435283934e-15,1.1558897280608765e-08,-6.5926691435283934e-15,1.1794888815553712e-08
2682,1.1557576279217352e-08,-6.585683905260096e-15,1.1557563107849542e-08,-6.585683905260096e-15,1.1794213008992575e-08
2683,1.1555957385741084e-08,-6.576937694065088e-15,1.1555944231865697e-08,-6.576937694065088e-15,1.1792584432480352e-08
2684,1.155159610209805e-08,-6.5642362947536926e-15,1.155158297362546e-08,-6.5642362947536926e-15,1.1788687387943876e-08
2685,1.153945357263159e-08,-6.5402216830328445e-15,1.1539440492188224e-08,-6.5402216830328445e-15,1.1778019592026372e-08
2686,1.1464809854158816e-08,-6.430213265816449e-15,1.1464796993732284e-08,-6.430213265816449e-15,1.1705712504358443e-08
2687,7.722044839126916e-09,-2.6942732577411466e-15,7.722039450580401e-09,-2.6942732577411466e-15,7.853927967977903e-09
2688,1.1527552976771561e-08,-6.548690786796369e-15,1.1527539879389987e-08,-6.548690786796369e-15,1.174840829170272e-08
2689,1.1518676334623537e-08,-6.59635819795942e-15,1.1518663141907141e-08,-6.59635819795942e-15,1.1743497268298931e-08
2690,1.1489992034458306e-08,-6.557552952221395e-15,1.1489978919352402e-08,-6.557552952221395e-15,1.1710107734265585e-08
2691,1.1493487469239101e-08,-6.528543378397062e-15,1.1493474412152343e-08,-6.528543378397062e-15,1.1752554643439188e-08
2692,1.1524146028794154e-08,-6.5393182105296304e-15,1.1524132950157733e-08,-6.5393182105296304e-15,1.1768331762932682e-08
2693,1.153411806101353e-08,-6.536524122617459e-15,1.1534104987965286e-08,-6.536524122617459e-15,1.1773786943336558e-08
2694,1.1538128209606907e-08,-6.531390073841255e-15,1.153811514682676e-08,-6.531390073841255e-15,1.1777541183853088e-08
2695,1.1540900823913628e-08,-6.52619770462264e-15,1.1540887771518219e-08,-6.52619770462264e-15,1.1779457760435694e-08
2696,1.1542236681870267e-08,-6.5215911285431776e-15,1.154222363868801e-08,-6.5215911285431776e-15,1.1780533731637988e-08
2697,1.1543519412128984e-08,-6.516729247287347e-15,1.154350637867049e-08,-6.516729247287347e-15,1.1781208130527248e-08
2698,1.1544021158325288e-08,-6.511553186915729e-15,1.1544008135218915e-08,-6.511553186915729e-15,1.1781657872641004e-08
2699,1.1543868159346617e-08,-6.505975359711269e-15,1.1543855147395898e-08,-6.505975359711269e-15,1.1781958082887803e-08
2700,1.1544397862179332e-08,-6.501138934066976e-15,1.1544384859901465e-08,-6.501138934066976e-15,1.1782138662231195e-08
2701,1.1544419888682438e-08,-6.4956939247171576e-15,1.1544406897294588e-08,-6.4956939247171576e-15,1.1782263576950795e-08
2702,1.1544339765639594e-08,-6.489956273268597e-15,1.1544326785727047e-08,-6.489956273268597e-15,1.1782315847125001e-08
2703,1.154000785617845e-08,-6.479453222188956e-15,1.1539994897272006e-08,-6.479453222188956e-15,1.1778437629488025e-08
2704,1.1538058579088988e-08,-6.471065808430214e-15,1.1538045636957371e-08,-6.471065808430214e-15,1.1776135626571297e-08
2705,1.1543322283930883e-08,-6.472279674317248e-15,1.1543309339371535e-08,-6.472279674317248e-15,1.1781783528395135e-08
2706,1.1542536563892525e-08,-6.466171148684701e-15,1.1542523631550227e-08,-6.466171148684701e-15,1.1781644210759856e-08
2707,1.1542479789491239e-08,-6.459635757280548e-15,1.1542466870219724e-08,-6.459635757280548e-15,1.1781399102257531e-08
2708,1.1518166178330743e-08,-6.421791279030012e-15,1.1518153334748185e-08,-6.421791279030012e-15,1.1756447557154185e-08
2709,1.153181023177249e-08,-6.433927542798055e-15,1.1531797363917404e-08,-6.433927542798055e-15,1.1771229259811389e-08
2710,1.1540092700660534e-08,-6.438692605236519e-15,1.1540079823275324e-08,-6.438692605236519e-15,1.177961193725587e-08
2711,1.1539461412475928e-08,-6.430998370556251e-15,1.1539448550479187e-08,-6.430998370556251e-15,1.1779232417364467e-08
2712,1.1538985454011921e-08,-6.422579619196685e-15,1.1538972608852683e-08,-6.422579619196685e-15,1.1779380507167531e-08
2713,1.1538000224188282e-08,-6.414230971928483e-15,1.1537987395726338e-08,-6.414230971928483e-15,1.1778982912894697e-08
2714,1.1537823554071525e-08,-6.405852076828016e-15,1.1537810742367372e-08,-6.405852076828016e-15,1.177852885121681e-08
2715,1.1536535564884358e-08,-6.396124362907803e-15,1.1536522772635632e-08,-6.396124362907803e-15,1.1777586850171937e-08
2716,1.153506702252819e-08,-6.386016032460975e-15,1.1535054250496125e-08,-6.386016032460975e-15,1.1776915805398864e-08
2717,1.1534279009906334e-08,-6.376105124583765e-15,1.1534266257696084e-08,-6.376105124583765e-15,1.177599629340386e-08
2718,1.1532719445343852e-08,-6.3647823595423475e-15,1.1532706715779133e-08,-6.3647823595423475e-15,1.1774841473369675e-08
2719,1.153101547505525e-08,-6.352590373307386e-15,1.1531002769874502e-08,-6.352590373307386e-15,1.1773529961985869e-08
2720,1.1528691316671492e-08,-6.339935689942251e-15,1.1528678636800113e-08,-6.339935689942251e-15,1.1772144004613515e-08
2721,1.1526993606079803e-08,-6.326353314498911e-15,1.1526980953373174e-08,-6.326353314498911e-15,1.1770462674328489e-08
2722,1.152424741471685e-08,-6.311099868487297e-15,1.1524234792517114e-08,-6.311099868487297e-15,1.1768252456480416e-08
2723,1.1515809262218996e-08,-6.288093600375141e-15,1.1515796686031795e-08,-6.288093600375141e-15,1.1760731922704613e-08
2724,1.1389737568172613e-08,-6.116780759110967e-15,1.1389725334611095e-08,-6.116780759110967e-15,1.1630067223827848e-08
2725,1.150797216894661e-08,-6.2535024400195e-15,1.150795966194173e-08,-6.2535024400195e-15,1.1753810653273392e-08
2726,1.1503700586352642e-08,-6.234130884914162e-15,1.1503688118090872e-08,-6.234130884914162e-15,1.175049037027166e-08
2727,1.149697367673698e-08,-6.2073976314424395e-15,1.1496961261941717e-08,-6.2073976314424395e-15,1.174543607674004e-08
2728,1.1491821745227432e-08,-6.178190678423255e-15,1.1491809388846075e-08,-6.178190678423255e-15,1.1743109116137428e-08
2729,1.1484900285279793e-08,-6.146466653978426e-15,1.1484887992346486e-08,-6.146466653978426e-15,1.1735923539395518e-08
2730,1.1472939485216193e-08,-6.107403685969953e-15,1.147292727040882e-08,-6.107403685969953e-15,1.172631144932323e-08
2731,1.1458087865489023e-08,-6.061270744278073e-15,1.1458075742947535e-08,-6.061270744278073e-15,1.1713223208885434e-08
2732,1.143761013303407e-08,-6.004203053365617e-15,1.1437598124627963e-08,-6.004203053365617e-15,1.1695573663503455e-08
2733,1.140893378372342e-08,-5.9317919299165414e-15,1.140892192013956e-08,-5.9317919299165414e-15,1.1670721855668929e-08
2734,1.1365936477050369e-08,-5.836277537472298e-15,1.1365924804495295e-08,-5.836277537472298e-15,1.1633570276294758e-08
2735,1.1260232151493752e-08,-5.657196172756097e-15,1.1260220837101407e-08,-5.657196172756097e-15,1.1533017372486678e-08
2736,1.1184523856792796e-08,-5.501752560073237e-15,1.1184512853287676e-08,-5.501752560073237e-15,1.1470886360716922e-08
2737,1.0967989049954173e-08,-5.171447371836663e-15,1.0967978707059428e-08,-5.171447371836663e-15,1.1274816623626106e-08
2738,1.0438394135477608e-08,-4.499851831695064e-15,1.0438385135773944e-08,-4.499851831695064e-15,1.0781455119026534e-08
2739,7.877288466487392e-09,-2.334038919522841e-15,7.877283798409553e-09,-2.334038919522841e-15,8.27283824954811e-09
2740,7.694345860309264e-10,-7.744980105918528e-17,7.694344311313243e-10,-7.744980105918528e-17,8.29005760988675e-10
2741,9.175306459227807e-09,-2.5653365040947946e-15,9.175301328554799e-09,-2.5653365040947946e-15,9.474438966552623e-09
2742,1.4920155149659257e-08,-7.929035795161043e-15,1.4920139291587666e-08,-7.929035795161043e-15,1.5056129706883154e-08
2743,1.4047089433604355e-08,-7.517683512782172e-15,1.404707439823733e-08,-7.517683512782172e-15,1.3949421960457873e-08
2744,1.2638877249720396e-08,-7.049455089561327e-15,1.2638863150810217e-08,-7.049455089561327e-15,1.2072718312783353e-08
2745,1.1465202259210676e-08,-6.649802033870109e-15,1.1465188959606608e-08,-6.649802033870109e-15,1.1469276073343064e-08
2746,1.1230409604161627e-08,-6.498576575850387e-15,1.1230396607008476e-08,-6.498576575850387e-15,1.1515333786731576e-08
2747,1.1287050852382086e-08,-6.446834027510699e-15,1.128703795871403e-08,-6.446834027510699e-15,1.1545727297619679e-08
2748,1.1308303702071904e-08,-6.392449674206602e-15,1.1308290917172555e-08,-6.392449674206602e-15,1.1572117541354268e-08
2749,1.1324749371604152e-08,-6.342387625998754e-15,1.13247366868289e-08,-6.342387625998754e-15,1.1595806706730864e-08
2750,1.1342564667756451e-08,-6.297718635417052e-15,1.134255207231918e-08,-6.297718635417052e-15,1.1611322182232527e-08
2751,1.1354423300267278e-08,-6.2541231944827575e-15,1.1354410792020889e-08,-6.2541231944827575e-15,1.1620399686567728e-08
2752,1.1303838084363308e-08,-6.1370653692500136e-15,1.1303825810232569e-08,-6.1370653692500136e-15,1.156535248846665e-08
2753,1.1361191987012791e-08,-6.162380282675243e-15,1.1361179662252226e-08,-6.162380282675243e-15,1.1623722732362738e-08
2754,1.136328253011974e-08,-6.119872279245616e-15,1.1363270290375182e-08,-6.119872279245616e-15,1.1625873385668456e-08
2755,1.1359462603011382e-08,-6.0692167878769065e-15,1.1359450464577806e-08,-6.0692167878769065e-15,1.1621782773383874e-08
2756,1.135282190228618e-08,-6.014180712455541e-15,1.1352809873924756e-08,-6.014180712455541e-15,1.1616849749343253e-08
2757,1.1343249014192051e-08,-5.954827096357644e-15,1.1343237104537859e-08,-5.954827096357644e-15,1.1607906588069462e-08
2758,1.1328711361846057e-08,-5.8888928672705685e-15,1.1328699584060323e-08,-5.8888928672705685e-15,1.1595759285583805e-08
2759,1.1309800968154328e-08,-5.813737441805251e-15,1.1309789340679445e-08,-5.813737441805251e-15,1.1578937323285161e-08
2760,1.1282451098304572e-08,-5.724971524162576e-15,1.1282439648361524e-08,-5.724971524162576e-15,1.1555103574435573e-08
2761,1.1246111202877453e-08,-5.620580129692888e-15,1.1246099961717194e-08,-5.620580129692888e-15,1.152396485696912e-08
2762,1.1199892545529746e-08,-5.497769440344094e-15,1.1199881549990865e-08,-5.497769440344094e-15,1.1483280734260532e-08
2763,1.1137643956470837e-08,-5.348438788144665e-15,1.113763325959326e-08,-5.348438788144665e-15,1.1428893729178854e-08
2764,1.1047632832669589e-08,-5.1584594072219616e-15,1.1047622515750774e-08,-5.1584594072219616e-15,1.1349413536163497e-08
2765,1.0917549653390918e-08,-4.915335995496345e-15,1.0917539822718927e-08,-4.915335995496345e-15,1.123425115238145e-08
2766,1.071858897506204e-08,-4.588815158394419e-15,1.0718579797431723e-08,-4.588815158394419e-15,1.105489195558826e-08
2767,1.0402460761379416e-08,-4.1417835899004e-15,1.0402452477812236e-08,-4.1417835899004e-15,1.0767419056588183e-08
2768,9.845357484366045e-09,-3.4948330073805872e-15,9.84535049470003e-09,-3.4948330073805872e-15,1.0251699291697087e-08
2769,8.772267226882936e-09,-2.5454468404314207e-15,8.772262135989255e-09,-2.5454468404314207e-15,9.2300305242586e-09
2770,6.365403305971353e-09,-1.212357348635371e-15,6.3654008812566554e-09,-1.212357348635371e-15,6.837929269304861e-09
2771,1.0202231040655867e-09,-8.25745232998992e-17,1.02022293891654e-09,-8.25745232998992e-17,1.1365395318426173e-09
2772,4.955042384347793e-10,-3.323139919121363e-17,4.95504171971981e-10,-3.323139919121363e-17,5.583594674217688e-10
2773,1.0169334531188758e-08,-1.851225422618525e-15,1.0169330828737913e-08,-1.851225422618525e-15,1.0904882621965961e-08
2774,1.8187636012344258e-08,-7.127968681915178e-15,1.8187621756406896e-08,-7.127968681915178e-15,1.8498444765070844e-08
2775,1.8056015265158365e-08,-8.585676840969023e-15,1.8055998093804683e-08,-8.585676840969023e-15,1.7365091085814975e-08
2776,1.5228562107024032e-08,-8.254089116424665e-15,1.52285455988458e-08,-8.254089116424665e-15,1.3825626335574098e-08
2777,1.2507894632205865e-08,-7.566911167548366e-15,1.250787949838353e-08,-7.566911167548366e-15,1.1840658942657648e-08
2778,1.1363047239066209e-08,-7.235283083304063e-15,1.1363032768500042e-08,-7.235283083304063e-15,1.1439384149605392e-08
2779,1.1172859655602371e-08,-7.132900230724705e-15,1.1172845389801909e-08,-7.132900230724705e-15,1.140551026130402e-08
2780,1.1169421741518927e-08,-7.082849707309924e-15,1.1169407575819512e-08,-7.082849707309924e-15,1.1427805201412005e-08
2781,1.1193483993977182e-08,-7.041734936704345e-15,1.1193469910507309e-08,-7.041734936704345e-15,1.1455180050173621e-08
2782,1.1204312400864385e-08,-6.982356431878978e-15,1.1204298436151521e-08,-6.982356431878978e-15,1.1465313153125133e-08
2783,1.122077633879811e-08,-6.9374496068599155e-15,1.1220762463898897e-08,-6.9374496068599155e-15,1.1479400116937597e-08
2784,1.126377410301418e-08,-6.938974438605288e-15,1.1263760225065303e-08,-6.938974438605288e-15,1.1520512369046843e-08
2785,1.1281710452753088e-08,-6.911270384479629e-15,1.128169663021232e-08,-6.911270384479629e-15,1.1536175413195737e-08
2786,1.1297005856895147e-08,-6.886050812575517e-15,1.1296992084793521e-08,-6.886050812575517e-15,1.1549226589769765e-08
2787,1.130956757427259e-08,-6.86250829632633e-15,1.1309553849255997e-08,-6.86250829632633e-15,1.156001035490107e-08
2788,1.1320602491184991e-08,-6.841592334451376e-15,1.1320588808000323e-08,-6.841592334451376e-15,1.1569344377484577e-08
2789,1.1329670500699524e-08,-6.82249148067684e-15,1.1329656855716563e-08,-6.82249148067684e-15,1.157724520984077e-08
2790,1.133763247840928e-08,-6.80478716826214e-15,1.1337618868834943e-08,-6.80478716826214e-15,1.1583868192587425e-08
2791,1.1344054343753874e-08,-6.78806158172884e-15,1.134404076763071e-08,-6.78806158172884e-15,1.1589304062713798e-08
2792,1.1349340755289644e-08,-6.772331039009624e-15,1.1349327210627567e-08,-6.772331039009624e-15,1.1594067130326e-08
2793,1.1354541306422115e-08,-6.7583677005377355e-15,1.1354527789686714e-08,-6.7583677005377355e-15,1.159836045974965e-08
2794,1.1355415014729732e-08,-6.740174842771709e-15,1.1355401534380047e-08,-6.740174842771709e-15,1.1598534602079222e-08
2795,1.128750433904385e-08,-6.628418131154251e-15,1.1287491082207588e-08,-6.628418131154251e-15,1.152774519967604e-08
2796,1.1362310628877356e-08,-6.717359479210932e-15,1.1362297194158397e-08,-6.717359479210932e-15,1.1604662178988226e-08
2797,1.1367907212389476e-08,-6.710813248049038e-15,1.136789379076298e-08,-6.710813248049038e-15,1.1609674796291703e-08
2798,1.1370774740562943e-08,-6.7004632926261095e-15,1.1370761339636357e-08,-6.7004632926261095e-15,1.1612232197369492e-08
2799,1.137334990139893e-08,-6.690314484462219e-15,1.1373336520769961e-08,-6.690314484462219e-15,1.1615521077177868e-08
2800,1.1376309951863017e-08,-6.6819314217679815e-15,1.1376296588000173e-08,-6.6819314217679815e-15,1.1617367335282481e-08
2801,1.1378004357690793e-08,-6.673056582589262e-15,1.1377991011577628e-08,-6.673056582589262e-15,1.161884916596283e-08
2802,1.137911104006568e-08,-6.663912163304137e-15,1.1379097712241353e-08,-6.663912163304137e-15,1.1619818312473248e-08
2803,1.1378751183488652e-08,-6.653968379159724e-15,1.1378737875551894e-08,-6.653968379159724e-15,1.161958063772474e-08
2804,1.1363188577378878e-08,-6.623057841185229e-15,1.1363175331263195e-08,-6.623057841185229e-15,1.1603027680457013e-08
2805,1.0349550117315574e-08,-5.329465900426262e-15,1.0349539458383773e-08,-5.329465900426262e-15,1.0556796205697055e-08
2806,1.1175602328230201e-08,-6.370777256178825e-15,1.1175589586675689e-08,-6.370777256178825e-15,1.1409083784311529e-08
2807,1.1352505511235356e-08,-6.615498611078776e-15,1.1352492280238133e-08,-6.615498611078776e-15,1.1591378275702029e-08
2808,1.1355947489816567e-08,-6.6071300088318056e-15,1.135593427555655e-08,-6.6071300088318056e-15,1.1595047114595806e-08
2809,1.1365853742704453e-08,-6.595987051563634e-15,1.1365840550730351e-08,-6.595987051563634e-15,1.1615503586095799e-08
2810,1.1378739998028252e-08,-6.595957863872982e-15,1.1378726806112523e-08,-6.595957863872982e-15,1.1621387018136313e-08
2811,1.138208776803233e-08,-6.591300702477945e-15,1.1382074585430925e-08,-6.591300702477945e-15,1.1622852711391101e-08
2812,1.1383061577203245e-08,-6.584903418259697e-15,1.1383048407396408e-08,-6.584903418259697e-15,1.162391116197593e-08
2813,1.1383423211434109e-08,-6.5786218565134194e-15,1.1383410054190395e-08,-6.5786218565134194e-15,1.1624441670797931e-08
2814,1.1384122542962016e-08,-6.572342968130194e-15,1.138410939827608e-08,-6.572342968130194e-15,1.162471339868733e-08
2815,1.1384181178710692e-08,-6.565651081810898e-15,1.1384168047408529e-08,-6.565651081810898e-15,1.162484892066454e-08
2816,1.1383631261581295e-08,-6.55836407062007e-15,1.1383618144853154e-08,-6.55836407062007e-15,1.1624780580159416e-08
2817,1.1383552719115213e-08,-6.551441655382128e-15,1.1383539616231903e-08,-6.551441655382128e-15,1.1624489004462298e-08
2818,1.1382784834344375e-08,-6.543515495786299e-15,1.1382771747313383e-08,-6.543515495786299e-15,1.1623893859185749e-08
2819,1.1381286762416635e-08,-6.534302589010733e-15,1.1381273693811457e-08,-6.534302589010733e-15,1.1622600013273197e-08
2820,1.134306976333337e-08,-6.476548959498299e-15,1.1343056810235451e-08,-6.476548959498299e-15,1.1583739436936924e-08
