,phi0,phi2,Phi0,Phi2,phi_ref
901,2.0595850935033036e-08,-4.886175869171426e-14,2.0595753211515653e-08,-4.886175869171426e-14,2.07226708688834e-08
902,2.0571203561092605e-08,-4.8621741933827653e-14,2.0571106317608738e-08,-4.8621741933827653e-14,2.0698021737361223e-08
903,2.054668275486458e-08,-4.838333245947967e-14,2.054658598819966e-08,-4.838333245947967e-14,2.0673494459309225e-08
904,2.0521001920055528e-08,-4.814413654852423e-14,2.0520905631782432e-08,-4.814413654852423e-14,2.0649083899077724e-08
905,2.0497903540190003e-08,-4.7912116633753994e-14,2.0497807715956737e-08,-4.7912116633753994e-14,2.0624785398576636e-08
906,2.0474768775706932e-08,-4.7684590098558337e-14,2.0474673406526734e-08,-4.7684590098558337e-14,2.0601666903864508e-08
907,2.0451666499105978e-08,-4.7456351261716484e-14,2.0451571586403456e-08,-4.7456351261716484e-14,2.0578581800463434e-08
908,2.0428622221429787e-08,-4.723408829824059e-14,2.042852775325319e-08,-4.723408829824059e-14,2.0555527038385982e-08
909,2.0405659817954334e-08,-4.700973935716742e-14,2.040556579847562e-08,-4.700973935716742e-14,2.0532548619240474e-08
910,2.0382738324031796e-08,-4.6786389306469535e-14,2.038264475125318e-08,-4.6786389306469535e-14,2.05096269808872e-08
911,2.035845809691206e-08,-4.6560756158389905e-14,2.0358364975399744e-08,-4.6560756158389905e-14,2.0486561858559364e-08
912,2.0336584696056112e-08,-4.6341581401554404e-14,2.033649201289331e-08,-4.6341581401554404e-14,2.046347649308411e-08
913,2.031345061867935e-08,-4.611921166597297e-14,2.0313358380256016e-08,-4.611921166597297e-14,2.0440313160265526e-08
914,2.0290306274828674e-08,-4.5902645066285586e-14,2.029021446953854e-08,-4.5902645066285586e-14,2.0417133263517945e-08
915,2.0267199678613306e-08,-4.56836286231976e-14,2.026710831135606e-08,-4.56836286231976e-14,2.039398952213899e-08
916,2.0244141677413462e-08,-4.5465925750439923e-14,2.0244050745561962e-08,-4.5465925750439923e-14,2.0370891821081912e-08
917,2.0219878353937077e-08,-4.524714599671367e-14,2.0219787859645083e-08,-4.524714599671367e-14,2.034784525742315e-08
918,2.0198058047312205e-08,-4.5034972918784245e-14,2.0197967977366366e-08,-4.5034972918784245e-14,2.0324843843429786e-08
919,2.0175066942045812e-08,-4.481984129785168e-14,2.0174977302363217e-08,-4.481984129785168e-14,2.0301848692922198e-08
920,2.0152129991001224e-08,-4.4610063795728684e-14,2.015204077087363e-08,-4.4610063795728684e-14,2.027890564480042e-08
921,2.0129206061630263e-08,-4.439782147382787e-14,2.0129117265987316e-08,-4.439782147382787e-14,2.0255951427198202e-08
922,2.0105921458177442e-08,-4.418448569416401e-14,2.0105833089206054e-08,-4.418448569416401e-14,2.0232595222094113e-08
923,2.0081381458232746e-08,-4.39704135983076e-14,2.008129351740555e-08,-4.39704135983076e-14,2.0209222956563092e-08
924,2.005917882910534e-08,-4.376236169364184e-14,2.0059091304381955e-08,-4.376236169364184e-14,2.0185805412386385e-08
925,2.0035769413250528e-08,-4.355273825403103e-14,2.003568230777402e-08,-4.355273825403103e-14,2.0162345885335714e-08
926,2.0012369914264162e-08,-4.3343007898656374e-14,2.0012283228248365e-08,-4.3343007898656374e-14,2.013892874748694e-08
927,1.9989040658168652e-08,-4.313859774763822e-14,1.9988954380973155e-08,-4.313859774763822e-14,2.0115559493229904e-08
928,1.9965764788183006e-08,-4.293209961104567e-14,1.9965678923983784e-08,-4.293209961104567e-14,2.009224165224565e-08
929,1.994251540888925e-08,-4.272673689267048e-14,1.9942429955415464e-08,-4.272673689267048e-14,2.006897882801305e-08
930,1.9918116830484955e-08,-4.2520369529402554e-14,1.9918031789745896e-08,-4.2520369529402554e-14,2.0045771080013832e-08
931,1.989612515408302e-08,-4.2320287759975616e-14,1.9896040513507502e-08,-4.2320287759975616e-14,2.0022618729611983e-08
932,1.9873034185060095e-08,-4.2117276745843285e-14,1.9872949950506604e-08,-4.2117276745843285e-14,1.9999521760193723e-08
933,1.9850428952278716e-08,-4.19215439803447e-14,1.9850345109190756e-08,-4.19215439803447e-14,1.997689758002787e-08
934,1.9827918706469554e-08,-4.172381343882575e-14,1.982783525884268e-08,-4.172381343882575e-14,1.9954346460261867e-08
935,1.9805431567053747e-08,-4.1527299718540116e-14,1.980534851245431e-08,-4.1527299718540116e-14,1.993181005816222e-08
936,1.9781704283486244e-08,-4.132976818096263e-14,1.9781621623949883e-08,-4.132976818096263e-14,1.9909247229137635e-08
937,1.9760337716582572e-08,-4.113811960299913e-14,1.9760255440343367e-08,-4.113811960299913e-14,1.9886727199511425e-08
938,1.9737873655323507e-08,-4.09437692828271e-14,1.9737791767784942e-08,-4.09437692828271e-14,1.9864254691702858e-08
939,1.9715459677058818e-08,-4.075454876526556e-14,1.9715378167961286e-08,-4.075454876526556e-14,1.984183094979997e-08
940,1.9693113893312646e-08,-4.056302405811689e-14,1.969303276726453e-08,-4.056302405811689e-14,1.9819458729032355e-08
941,1.967082297307348e-08,-4.037284126573892e-14,1.9670742227390946e-08,-4.037284126573892e-14,1.9797135295491184e-08
942,1.9647375243535612e-08,-4.018178848653768e-14,1.9647294879958638e-08,-4.018178848653768e-14,1.977485991751126e-08
943,1.962628667414673e-08,-3.999643957356147e-14,1.9626206681267583e-08,-3.999643957356147e-14,1.975263584467767e-08
944,1.960404156144846e-08,-3.980794820727451e-14,1.9603961945552046e-08,-3.980794820727451e-14,1.973038851927629e-08
945,1.9581339628790925e-08,-3.962216175716324e-14,1.958126038446741e-08,-3.962216175716324e-14,1.9707690000319435e-08
946,1.9558734797832272e-08,-3.943446134968394e-14,1.9558655928909573e-08,-3.943446134968394e-14,1.968507133856922e-08
947,1.95362568093225e-08,-3.9247687736227074e-14,1.953617831394703e-08,-3.9247687736227074e-14,1.966257518036603e-08
948,1.951267685431791e-08,-3.906049182542489e-14,1.951259873333426e-08,-3.906049182542489e-14,1.9640170063793996e-08
949,1.94914527058068e-08,-3.887861560442743e-14,1.949137494857559e-08,-3.887861560442743e-14,1.9617824376330717e-08
950,1.946916688872281e-08,-3.8695641712312264e-14,1.9469089497439387e-08,-3.8695641712312264e-14,1.9595535827793348e-08
951,1.9446934339976457e-08,-3.851206738268581e-14,1.944685731584169e-08,-3.851206738268581e-14,1.957330156846542e-08
952,1.942477265234123e-08,-3.833364873928479e-14,1.9424695985043753e-08,-3.833364873928479e-14,1.9551113306228007e-08
953,1.9402614873755624e-08,-3.815320406938279e-14,1.9402538567347486e-08,-3.815320406938279e-14,1.952892237215146e-08
954,1.9380482395843547e-08,-3.797373611141471e-14,1.9380406448371325e-08,-3.797373611141471e-14,1.9506780263839007e-08
955,1.9357242501622808e-08,-3.779342372693486e-14,1.9357166914775353e-08,-3.779342372693486e-14,1.948468650917374e-08
956,1.933631170178437e-08,-3.761854103223105e-14,1.9336236464702307e-08,-3.761854103223105e-14,1.9462640945881707e-08
957,1.9314278623606407e-08,-3.744079023716989e-14,1.9314203742025934e-08,-3.744079023716989e-14,1.9440588209159162e-08
958,1.9292264752906967e-08,-3.7267799060362753e-14,1.9292190217308846e-08,-3.7267799060362753e-14,1.9418545707777906e-08
959,1.9270291901735043e-08,-3.7092654199200264e-14,1.9270217716426644e-08,-3.7092654199200264e-14,1.939652395984396e-08
960,1.9248335099448797e-08,-3.691881431768321e-14,1.9248261261820162e-08,-3.691881431768321e-14,1.9374509817647937e-08
961,1.9225230609150744e-08,-3.674397772953092e-14,1.9225157121195286e-08,-3.674397772953092e-14,1.93525307269845e-08
962,1.920440715095481e-08,-3.657438951501951e-14,1.9204334002175778e-08,-3.657438951501951e-14,1.9330597999099737e-08
963,1.9182498318370177e-08,-3.6402216682097436e-14,1.9182425513936813e-08,-3.6402216682097436e-14,1.9308685487783275e-08
964,1.916054839313649e-08,-3.6234166943114074e-14,1.9160475924802602e-08,-3.6234166943114074e-14,1.9286742681331194e-08
965,1.9138688890610516e-08,-3.606433475363606e-14,1.913861676194101e-08,-3.606433475363606e-14,1.9264874820821927e-08
966,1.911691789403966e-08,-3.5894228548418065e-14,1.9116846105582563e-08,-3.5894228548418065e-14,1.924309292856652e-08
967,1.909407102832093e-08,-3.57257711636878e-14,1.90939995767786e-08,-3.57257711636878e-14,1.9221387233670044e-08
968,1.907350974894074e-08,-3.556313575604661e-14,1.9073438622669228e-08,-3.556313575604661e-14,1.9199735396468404e-08
969,1.9051918025950295e-08,-3.5395349963109996e-14,1.905184723525037e-08,-3.5395349963109996e-14,1.917814255806224e-08
970,1.9028990865682645e-08,-3.5229087781932137e-14,1.902892040750708e-08,-3.5229087781932137e-14,1.9156317593365957e-08
971,1.900703272670248e-08,-3.506174479412956e-14,1.9006962603212893e-08,-3.506174479412956e-14,1.9134351252044468e-08
972,1.898620175885153e-08,-3.490077337221251e-14,1.8986131957304786e-08,-3.490077337221251e-14,1.9112375510257088e-08
973,1.896313213003721e-08,-3.473327968976619e-14,1.8963062663477833e-08,-3.473327968976619e-14,1.9090387702803656e-08
974,1.8942287805295648e-08,-3.457271033641561e-14,1.8942218659874974e-08,-3.457271033641561e-14,1.90684225915211e-08
975,1.8919294176141054e-08,-3.441040339884122e-14,1.8919225355334257e-08,-3.441040339884122e-14,1.9046486350727673e-08
976,1.889849507031983e-08,-3.4248903989058797e-14,1.889842657251185e-08,-3.4248903989058797e-14,1.9024575412264164e-08
977,1.887554952785992e-08,-3.408837603765643e-14,1.8875481351107845e-08,-3.408837603765643e-14,1.9002709876153647e-08
978,1.8853721057886524e-08,-3.392718902708251e-14,1.885365320350847e-08,-3.392718902708251e-14,1.8980890518215182e-08
979,1.883304724798124e-08,-3.377099047844356e-14,1.883297970600028e-08,-3.377099047844356e-14,1.895911783091187e-08
980,1.881024769304056e-08,-3.361314472256792e-14,1.8810180466751115e-08,-3.361314472256792e-14,1.8937392448682304e-08
981,1.8789660456323908e-08,-3.3455982566361596e-14,1.8789593544358774e-08,-3.3455982566361596e-14,1.8915712984705477e-08
982,1.8766975912476665e-08,-3.3299884900940574e-14,1.8766909312706865e-08,-3.3299884900940574e-14,1.8894080037591487e-08
983,1.8745378607804944e-08,-3.3143040766680434e-14,1.874531232172341e-08,-3.3143040766680434e-14,1.887249383744052e-08
984,1.872508087717808e-08,-3.299271043349859e-14,1.8725014891757212e-08,-3.299271043349859e-14,1.8851097442593792e-08
985,1.870272698794074e-08,-3.283658295433678e-14,1.870266131477483e-08,-3.283658295433678e-14,1.8829792133539512e-08
986,1.8682533807403415e-08,-3.268688701511755e-14,1.8682468433629384e-08,-3.268688701511755e-14,1.880849112407026e-08
987,1.8660194534387914e-08,-3.25356567683835e-14,1.8660129463074376e-08,-3.25356567683835e-14,1.878717014417885e-08
988,1.863999256053937e-08,-3.238507871357657e-14,1.863992779038194e-08,-3.238507871357657e-14,1.8765864591881742e-08
989,1.8617669231707383e-08,-3.2235462292031126e-14,1.86176047607828e-08,-3.2235462292031126e-14,1.87445974756432e-08
990,1.8596437294687785e-08,-3.208517890040724e-14,1.8596373124329984e-08,-3.208517890040724e-14,1.872337236067895e-08
991,1.8576336608461924e-08,-3.194066132763225e-14,1.857627272713927e-08,-3.194066132763225e-14,1.870219154663243e-08
992,1.8554151256847846e-08,-3.1790386933065647e-14,1.855408767607398e-08,-3.1790386933065647e-14,1.868106327291395e-08
993,1.8534151633411785e-08,-3.1646245254951404e-14,1.8534088340921276e-08,-3.1646245254951404e-14,1.8659991830013637e-08
994,1.8512093599598672e-08,-3.150065112463728e-14,1.8512030598296422e-08,-3.150065112463728e-14,1.8638966530850406e-08
995,1.8492186434159126e-08,-3.1355983668596406e-14,1.849212372219179e-08,-3.1355983668596406e-14,1.861798724165672e-08
996,1.847020119621501e-08,-3.1211858834529054e-14,1.847013877249734e-08,-3.1211858834529054e-14,1.8597053506856692e-08
997,1.844930042515984e-08,-3.106729914338509e-14,1.8449238290561555e-08,-3.106729914338509e-14,1.8576164673954417e-08
998,1.8429307153781552e-08,-3.092634502608926e-14,1.84292453010915e-08,-3.092634502608926e-14,1.8555133942555406e-08
999,1.8406868009251656e-08,-3.0782122845375436e-14,1.8406806445005966e-08,-3.0782122845375436e-14,1.853383059586879e-08
1000,1.838677303976402e-08,-3.063868823529948e-14,1.838671176238755e-08,-3.063868823529948e-14,1.8512777797535307e-08
1001,1.8364840553439603e-08,-3.049631673318382e-14,1.8364779560806136e-08,-3.049631673318382e-14,1.849197387677332e-08
1002,1.8344136602601783e-08,-3.035356910586274e-14,1.834407589546357e-08,-3.035356910586274e-14,1.84713694711514e-08
1003,1.83246428892893e-08,-3.0216397821934253e-14,1.8324582456493656e-08,-3.0216397821934253e-14,1.8450839404831793e-08
1004,1.8303121812911347e-08,-3.007368636472617e-14,1.8303061665538617e-08,-3.007368636472617e-14,1.8430369763606037e-08
1005,1.8283741793334232e-08,-2.993702095135056e-14,1.828368191929233e-08,-2.993702095135056e-14,1.8409944972745662e-08
1006,1.82623469777827e-08,-2.9798989846703496e-14,1.8262287379803006e-08,-2.9798989846703496e-14,1.8389563022796834e-08
1007,1.824306182794609e-08,-2.9661664950880825e-14,1.8243002504616186e-08,-2.9661664950880825e-14,1.8369222117274132e-08
1008,1.8221729082205797e-08,-2.952506049246075e-14,1.822167003208481e-08,-2.952506049246075e-14,1.8348917703208455e-08
1009,1.8201472865190095e-08,-2.9388082163828026e-14,1.8201414089025768e-08,-2.9388082163828026e-14,1.8328668056363384e-08
1010,1.8182337408845474e-08,-2.9256357547482304e-14,1.8182278896130378e-08,-2.9256357547482304e-14,1.8308482224930002e-08
1011,1.816116387504705e-08,-2.911941322663855e-14,1.8161105636220595e-08,-2.911941322663855e-14,1.828833313838885e-08
1012,1.814210425360472e-08,-2.898813735860758e-14,1.814204627733e-08,-2.898813735860758e-14,1.8268227338640836e-08
1013,1.8121031338488313e-08,-2.8855508732329104e-14,1.812097362747085e-08,-2.8855508732329104e-14,1.8248154137699355e-08
1014,1.810199062192151e-08,-2.8723111182325443e-14,1.8101933175699145e-08,-2.8723111182325443e-14,1.8228064056675305e-08
1015,1.808090287041168e-08,-2.859163920078644e-14,1.808084568713328e-08,-2.859163920078644e-14,1.820797922531252e-08
1016,1.806161344036683e-08,-2.8462755384097645e-14,1.806155651485606e-08,-2.8462755384097645e-14,1.8188584162309133e-08
1017,1.804326289893134e-08,-2.8338006663482002e-14,1.8043206222918013e-08,-2.8338006663482002e-14,1.8169060778022362e-08
1018,1.802249619545354e-08,-2.8211352646051926e-14,1.802243977274825e-08,-2.8211352646051926e-14,1.814917654182424e-08
1019,1.8003690356473813e-08,-2.8085348060175384e-14,1.8003634185777694e-08,-2.8085348060175384e-14,1.8129198406713256e-08
1020,1.7982811349578457e-08,-2.7960332813996953e-14,1.798275542891283e-08,-2.7960332813996953e-14,1.810926174078951e-08
1021,1.7962936915352163e-08,-2.78348404034464e-14,1.7962881245671357e-08,-2.78348404034464e-14,1.8089364229089452e-08
1022,1.794392091367695e-08,-2.771341401896595e-14,1.794386548684891e-08,-2.771341401896595e-14,1.8069297073680587e-08
1023,1.792301721995296e-08,-2.7587557477906136e-14,1.7922962044838002e-08,-2.7587557477906136e-14,1.804938840265355e-08
1024,1.790425197326927e-08,-2.7467154415691743e-14,1.7904197038960438e-08,-2.7467154415691743e-14,1.8029590137871564e-08
1025,1.7883509911573134e-08,-2.7345653016684555e-14,1.78834552202671e-08,-2.7345653016684555e-14,1.8009825543035358e-08
1026,1.786478932912862e-08,-2.7224643754132954e-14,1.7864734879841114e-08,-2.7224643754132954e-14,1.7990052817849864e-08
1027,1.784390064416635e-08,-2.7103713297567064e-14,1.7843846436739758e-08,-2.7103713297567064e-14,1.7970167101848918e-08
1028,1.7824104006829248e-08,-2.6982581489088648e-14,1.782405004166627e-08,-2.6982581489088648e-14,1.795038633730111e-08
1029,1.7805453773241728e-08,-2.68662265826527e-14,1.7805400040788562e-08,-2.68662265826527e-14,1.7930719615161387e-08
1030,1.77848513747295e-08,-2.674516172658473e-14,1.7784797884406044e-08,-2.674516172658473e-14,1.7911118040186825e-08
1031,1.7766546707771017e-08,-2.6629945840154124e-14,1.7766493447879335e-08,-2.6629945840154124e-14,1.7891805850780628e-08
1032,1.7746110730751547e-08,-2.6512744540505108e-14,1.7746057705262466e-08,-2.6512744540505108e-14,1.7872368859294256e-08
1033,1.7727725834259078e-08,-2.6396158539298343e-14,1.7727673041942e-08,-2.6396158539298343e-14,1.7853010285527436e-08
1034,1.7707453918745774e-08,-2.6280350348372515e-14,1.7707401358045078e-08,-2.6280350348372515e-14,1.783376628123994e-08
1035,1.768825654806031e-08,-2.6163906241958665e-14,1.7688204220247825e-08,-2.6163906241958665e-14,1.781460586966801e-08
1036,1.7670177058413935e-08,-2.6051504490326076e-14,1.7670124955404955e-08,-2.6051504490326076e-14,1.7795527365226264e-08
1037,1.7650188263737257e-08,-2.5937871936814494e-14,1.7650136387993384e-08,-2.5937871936814494e-14,1.7776514315405326e-08
1038,1.763218346057164e-08,-2.5824783229544426e-14,1.7632131811005182e-08,-2.5824783229544426e-14,1.775750372033785e-08
1039,1.761220135363335e-08,-2.5712293617283976e-14,1.7612149929046115e-08,-2.5712293617283976e-14,1.7738474976695158e-08
1040,1.7593164302386616e-08,-2.559911066538539e-14,1.7593113104165287e-08,-2.559911066538539e-14,1.7719446653153943e-08
1041,1.757517053645151e-08,-2.5490418348521156e-14,1.7575119555614814e-08,-2.5490418348521156e-14,1.7700462537638266e-08
1042,1.7555249152952403e-08,-2.5377124126183908e-14,1.755519839870415e-08,-2.5377124126183908e-14,1.7681524716972408e-08
1043,1.7537410780161e-08,-2.526891549001857e-14,1.753736024233002e-08,-2.526891549001857e-14,1.7662693408319808e-08
1044,1.7517713627214586e-08,-2.5159697457493853e-14,1.751766330781967e-08,-2.5159697457493853e-14,1.7643941688022632e-08
1045,1.7499973839977334e-08,-2.505093202212495e-14,1.749992373811329e-08,-2.505093202212495e-14,1.7625201258511883e-08
1046,1.7480251450304945e-08,-2.4942692639813756e-14,1.7480201564919667e-08,-2.4942692639813756e-14,1.7606441217738806e-08
1047,1.7461485775118688e-08,-2.483384218759892e-14,1.7461436107434314e-08,-2.483384218759892e-14,1.758768724226207e-08
1048,1.7443846753558627e-08,-2.4729530610040323e-14,1.7443797294497406e-08,-2.4729530610040323e-14,1.7569067106142196e-08
1049,1.742443219666285e-08,-2.4621110729933793e-14,1.7424382954441387e-08,-2.4621110729933793e-14,1.7550625330832857e-08
1050,1.7406932150080487e-08,-2.4517222785718185e-14,1.7406883115634917e-08,-2.4517222785718185e-14,1.7532152560148327e-08
1051,1.738757447531892e-08,-2.4412417433256227e-14,1.7387525650484055e-08,-2.4412417433256227e-14,1.751373764066662e-08
1052,1.7370168173823707e-08,-2.4308030799804477e-14,1.7370119557762108e-08,-2.4308030799804477e-14,1.7495355404556633e-08
1053,1.7350854296891243e-08,-2.4204177656034313e-14,1.7350805888535932e-08,-2.4204177656034313e-14,1.7477002091655072e-08
1054,1.733254207014398e-08,-2.409996218147314e-14,1.7332493870219618e-08,-2.409996218147314e-14,1.745869484980915e-08
1055,1.731528707598343e-08,-2.399909517894587e-14,1.731523907779307e-08,-2.399909517894587e-14,1.7440466249180026e-08
1056,1.7296131884310126e-08,-2.3897170902514616e-14,1.729608408996832e-08,-2.3897170902514616e-14,1.7422260231943567e-08
1057,1.7278915994465823e-08,-2.3795599049173345e-14,1.7278868403267724e-08,-2.3795599049173345e-14,1.740407503164852e-08
1058,1.7259836806390127e-08,-2.36947229755312e-14,1.7259789416944176e-08,-2.36947229755312e-14,1.7385926664785465e-08
1059,1.724170933730692e-08,-2.3593349633190685e-14,1.7241662150607654e-08,-2.3593349633190685e-14,1.7367808152004224e-08
1060,1.7224582565381704e-08,-2.3495960545123704e-14,1.7224535573460613e-08,-2.3495960545123704e-14,1.7349715827990745e-08
1061,1.7205586174934087e-08,-2.3394564369376843e-14,1.720553938580535e-08,-2.3394564369376843e-14,1.733166214560281e-08
1062,1.7188519156038254e-08,-2.329739243930191e-14,1.7188472561253374e-08,-2.329739243930191e-14,1.7313633227928024e-08
1063,1.7169590767697948e-08,-2.31992450360491e-14,1.7169544369207875e-08,-2.31992450360491e-14,1.7295628199555148e-08
1064,1.7152570964476362e-08,-2.3101452091054902e-14,1.715252476157218e-08,-2.3101452091054902e-14,1.727764698654838e-08
1065,1.713370102850574e-08,-2.300442177535094e-14,1.7133655019662188e-08,-2.300442177535094e-14,1.725971636770253e-08
1066,1.7115830854872705e-08,-2.2906926527589528e-14,1.711578504101965e-08,-2.2906926527589528e-14,1.7241852275800855e-08
1067,1.7098884544393755e-08,-2.2813056933184802e-14,1.709883891827989e-08,-2.2813056933184802e-14,1.7223957350866265e-08
1068,1.7080371125982222e-08,-2.2716192489705114e-14,1.7080325693597243e-08,-2.2716192489705114e-14,1.7206350050108783e-08
1069,1.7063703174622054e-08,-2.262339446713262e-14,1.706365792783312e-08,-2.262339446713262e-14,1.7188703907639343e-08
1070,1.7045150263431465e-08,-2.2529693728262988e-14,1.704510520404401e-08,-2.2529693728262988e-14,1.717103377188017e-08
1071,1.7028421400737703e-08,-2.2436183374486455e-14,1.7028376528370953e-08,-2.2436183374486455e-14,1.7153312169995984e-08
1072,1.7009850979207092e-08,-2.2343407516509087e-14,1.700980629239206e-08,-2.2343407516509087e-14,1.7135663647147218e-08
1073,1.6992223994585725e-08,-2.225000003305041e-14,1.699217949458566e-08,-2.225000003305041e-14,1.7118040435045824e-08
1074,1.6975557374245196e-08,-2.215960224278188e-14,1.697551305504071e-08,-2.215960224278188e-14,1.7100432324720443e-08
1075,1.695703866050783e-08,-2.2068178293533935e-14,1.6956994524151246e-08,-2.2068178293533935e-14,1.7082839968147078e-08
1076,1.6940412842397825e-08,-2.1976970422326803e-14,1.694036888845698e-08,-2.1976970422326803e-14,1.706528324951414e-08
1077,1.6921986731051045e-08,-2.1886491468470974e-14,1.6921942958068106e-08,-2.1886491468470974e-14,1.7047765754797974e-08
1078,1.6904502288311326e-08,-2.1795495367791323e-14,1.690445869732059e-08,-2.1795495367791323e-14,1.7030294890051973e-08
1079,1.688804565179882e-08,-2.1708313693900228e-14,1.6888002235171435e-08,-2.1708313693900228e-14,1.7012899418436012e-08
1080,1.6869756545052572e-08,-2.161734816901781e-14,1.6869713310356233e-08,-2.161734816901781e-14,1.6995520492756445e-08
1081,1.6853324354112357e-08,-2.1530312358201427e-14,1.685328129348764e-08,-2.1530312358201427e-14,1.697815170597237e-08
1082,1.6835078598524624e-08,-2.1442349390967714e-14,1.6835035713825842e-08,-2.1442349390967714e-14,1.6960793666874157e-08
1083,1.681868194681231e-08,-2.1354724415996793e-14,1.6818639237363478e-08,-2.1354724415996793e-14,1.6943466650935322e-08
1084,1.680048034262589e-08,-2.1267621963829042e-14,1.6800437807381964e-08,-2.1267621963829042e-14,1.69261734468626e-08
1085,1.678320198496663e-08,-2.1180143163759636e-14,1.6783159624680303e-08,-2.1180143163759636e-14,1.690890271101528e-08
1086,1.6766879452088597e-08,-2.109605968917651e-14,1.676683725996922e-08,-2.109605968917651e-14,1.6891656141342535e-08
1087,1.6748756613245976e-08,-2.100842588035816e-14,1.6748714596394215e-08,-2.100842588035816e-14,1.6874437441650062e-08
1088,1.673248309125683e-08,-2.0924548364600238e-14,1.67324412421601e-08,-2.0924548364600238e-14,1.6857245948414634e-08
1089,1.6714614678765747e-08,-2.0840299029900453e-14,1.6714572998167686e-08,-2.0840299029900453e-14,1.6840270249575317e-08
1090,1.669869631248541e-08,-2.075657574825962e-14,1.6698654799333916e-08,-2.075657574825962e-14,1.6823438454400164e-08
1091,1.6680990095983953e-08,-2.0673421038471845e-14,1.6680948749141875e-08,-2.0673421038471845e-14,1.6806636329665477e-08
1092,1.66642020630006e-08,-2.0589783387400053e-14,1.6664160883433825e-08,-2.0589783387400053e-14,1.6789862938486574e-08
1093,1.6648352042282102e-08,-2.0508736039386364e-14,1.6648311024810023e-08,-2.0508736039386364e-14,1.6773101418258755e-08
1094,1.6630690854252625e-08,-2.04268537522365e-14,1.663065000054512e-08,-2.04268537522365e-14,1.6756338528652678e-08
1095,1.6614869076848892e-08,-2.0345152141309176e-14,1.661482838654461e-08,-2.0345152141309176e-14,1.6739619338573698e-08
1096,1.6597301474768237e-08,-2.0264000554296724e-14,1.659726094676713e-08,-2.0264000554296724e-14,1.6722933545991236e-08
1097,1.6580631911838197e-08,-2.0182407868541096e-14,1.658059154702246e-08,-2.0182407868541096e-14,1.67062811723545e-08
1098,1.6564919265430592e-08,-2.0104178872386185e-14,1.656487905707285e-08,-2.0104178872386185e-14,1.6689668255272095e-08
1099,1.6547445648597307e-08,-2.002252522953699e-14,1.6547405603546847e-08,-2.002252522953699e-14,1.6673082955352705e-08
1100,1.653180862014526e-08,-1.994437774692563e-14,1.6531768731389767e-08,-1.994437774692563e-14,1.6656547350193096e-08
1101,1.651444581515324e-08,-1.9865471505581938e-14,1.6514406084210227e-08,-1.9865471505581938e-14,1.6640050433987202e-08
1102,1.6498866544252194e-08,-1.978679842081922e-14,1.6498826970655353e-08,-1.978679842081922e-14,1.6623573643126703e-08
1103,1.648152902599353e-08,-1.9708651069943127e-14,1.648148960869139e-08,-1.9708651069943127e-14,1.6607119360861714e-08
1104,1.6465113821004288e-08,-1.9630147606448956e-14,1.6465074560709076e-08,-1.9630147606448956e-14,1.6590712468248807e-08
1105,1.6449631514350603e-08,-1.9554838067651164e-14,1.6449592404674468e-08,-1.9554838067651164e-14,1.657433522929725e-08
1106,1.643240764281957e-08,-1.9476232632463803e-14,1.6432368690354304e-08,-1.9476232632463803e-14,1.655798565076368e-08
1107,1.6416943038588362e-08,-1.9401002770043213e-14,1.641690423658282e-08,-1.9401002770043213e-14,1.6541632393791128e-08
1108,1.6399739563236164e-08,-1.9324897098362238e-14,1.6399700913441966e-08,-1.9324897098362238e-14,1.6525289610142995e-08
1109,1.638432045795746e-08,-1.9249023057550835e-14,1.6384281959911347e-08,-1.9249023057550835e-14,1.6508988266976446e-08
1110,1.636720633167409e-08,-1.917379508442772e-14,1.636716798408392e-08,-1.917379508442772e-14,1.649274593973743e-08
1111,1.6351082835133787e-08,-1.9098356965547022e-14,1.6351044638419856e-08,-1.9098356965547022e-14,1.6476620975595632e-08
1112,1.633293562590831e-08,-1.9016777667898858e-14,1.6332897592352975e-08,-1.9016777667898858e-14,1.6457963115704187e-08
1113,1.6313689347037058e-08,-1.8934613644155205e-14,1.631365147780977e-08,-1.8934613644155205e-14,1.6440007426208387e-08
1114,1.6297033990360518e-08,-1.8852870944321907e-14,1.629699628461863e-08,-1.8852870944321907e-14,1.6422952124763618e-08
1115,1.627956106662358e-08,-1.8772092579096783e-14,1.6279523522438422e-08,-1.8772092579096783e-14,1.640685718472373e-08
1116,1.626353007325447e-08,-1.8691241808688878e-14,1.6263492690770853e-08,-1.8691241808688878e-14,1.6390989969690115e-08
1117,1.624865377251939e-08,-1.8613660731328064e-14,1.6248616545197927e-08,-1.8613660731328064e-14,1.6375348406268743e-08
1118,1.6232018309331484e-08,-1.853298022503653e-14,1.6231981243371035e-08,-1.853298022503653e-14,1.635964573211964e-08
1119,1.6217235603001757e-08,-1.845559705081171e-14,1.6217198691807654e-08,-1.845559705081171e-14,1.6344027410637307e-08
1120,1.6200852938170893e-08,-1.8377736205358543e-14,1.6200816182698483e-08,-1.8377736205358543e-14,1.6328504341140105e-08
1121,1.6186199576908e-08,-1.8300027034118086e-14,1.618616297685393e-08,-1.8300027034118086e-14,1.6312989038202607e-08
1122,1.616989861641339e-08,-1.8222945267168398e-14,1.6169862170522857e-08,-1.8222945267168398e-14,1.6297563273044314e-08
1123,1.615432871737405e-08,-1.814535203852441e-14,1.615429242666997e-08,-1.814535203852441e-14,1.6282014257698774e-08
