Incident energy;σ(E)
2264.479;6.925887
2264.481;8.757731
2264.483;11.05663
2264.484;12.41402
2264.4859;15.43902
2264.487;17.48879
2264.489;21.84083
2264.491;27.04612
2264.493;33.06653
2264.495;39.69296
2264.497;46.4862
2264.499;52.78702
2264.501;57.84885
2264.503;61.07277
2264.505;62.21872
2264.507;61.4548
2264.509;59.22977
2264.513;52.47306
2264.5161;46.7571
2264.519;41.7947
2264.521;38.71571
2264.523;35.93615
2264.525;33.44541
2264.528;30.20154
2264.53;28.32836
2264.532;26.65581
2264.534;25.15947
2264.537;23.19809
2264.539;22.05201
2264.543;20.07789
2264.548;18.08278
2264.552;16.77556
2264.557;15.4159
2264.561;14.50073
2264.566;13.52565
2264.57;12.85466
2264.579;11.61465
2264.587;10.74582
2264.596;9.955097
2264.605;9.309497
2264.622;8.363904
2264.64;7.621147
2264.657;7.076734
2264.675;6.612352
2264.693;6.22912
2264.728;5.638693
2264.763;5.179496
2264.798;4.802068
2264.834;4.470119
2264.869;4.185155
2264.939;3.688192
2265.009;3.25219
2265.079;2.853035
2265.15;2.472736
2265.22;2.11514
2265.36;1.441436
2265.431;1.121958
2265.501;0.8260707
2265.571;0.555725
2265.641;0.3209138
2265.712;0.1341183
2265.747;0.0675017
2265.765;0.04128558
2265.782;0.0221752
2265.791;0.01445328
2265.8;0.00849236
2265.809;0.004376477
2265.813;0.00316236
2265.817;0.002338104
2265.822;0.001868544
2265.826;0.001951756
2265.831;0.002643494
2265.835;0.003677836
2265.84;0.005586822
2265.844;0.00761818
2265.852;0.01306601
2265.861;0.02148536
2265.87;0.03244347
2265.887;0.06051186
2265.905;0.1015916
2265.922;0.1521611
2265.958;0.3021897
2265.993;0.5137879
2266.028;0.8042344
2266.063;1.190804
2266.098;1.695062
2266.133;2.344113
2266.168;3.172278
2266.203;4.223365
2266.221;4.86853
2266.239;5.596593
2266.257;6.418207
2266.274;7.291099
2266.292;8.331403
2266.309;9.437886
2266.327;10.75864
2266.344;12.16616
2266.362;13.85023
2266.379;15.64989
2266.397;17.80997
2266.414;20.12652
2266.432;22.91806
2266.449;25.92495
2266.467;29.56583
2266.484;33.50809
2266.502;38.30876
2266.52;43.86986
2266.538;50.33505
2266.555;57.42926
2266.573;66.19225
2266.59;75.88372
2266.608;87.95406
2266.625;101.4171
2266.643;118.3303
2266.66;137.3568
2266.678;161.4553
2266.695;188.7625
2266.713;223.5458
2266.73;263.0792
2266.748;313.3713
2266.765;370.0894
2266.782;436.7292
2266.798;508.7521
2266.83;674.6148
2266.847;766.2358
2266.863;845.3085
2266.879;908.5724
2266.887;931.7105
2266.895;948.155
2266.904;958.1276
2266.912;959.3117
2266.928;941.2788
2266.944;900.6165
2266.96;844.5868
2266.993;710.1053
2267.009;645.9267
2267.025;586.0985
2267.042;528.4644
2267.059;477.2263
2267.076;432.1192
2267.092;394.7872
2267.109;359.9617
2267.125;331.1816
2267.142;304.2841
2267.158;281.9667
2267.175;260.9968
2267.192;242.4592
2267.209;226.0119
2267.225;212.1813
2267.258;187.8456
2267.291;168.0191
2267.325;151.2091
2267.358;137.6225
2267.391;126.1527
2267.424;116.3748
2267.458;107.7281
2267.491;100.4657
2267.524;94.11986
2267.557;88.53735
2267.591;83.455
2267.624;79.07103
2267.657;75.14723
2267.69;71.61833
2267.757;65.45514
2267.823;60.42904
2267.89;56.14477
2267.956;52.55764
2268.022;49.47207
2268.088;46.79283
2268.155;44.41348
2268.221;42.34748
2268.288;40.48592
2268.354;38.8482
2268.421;37.35491
2268.487;36.02687
2268.619;33.72229
2268.752;31.77888
2268.885;30.12998
2269.018;28.71345
2269.15;27.49188
2269.283;26.41217
2269.416;25.45743
2269.549;24.60673
2269.682;23.84354
2269.815;23.1546
2269.948;22.52916
2270.081;21.95845
2270.213;21.43899
2270.346;20.95694
2270.479;20.51139
2270.612;20.09821
2270.744;19.71696
2270.877;19.35999
2270.944;19.19078
2271.01;19.03253
2271.044;18.95541
2271.077;18.88486
2271.11;18.821
2271.143;18.76935
2271.16;18.75156
2271.176;18.74466
2271.193;18.75537
2271.201;18.77098
2271.209;18.79717
2271.218;18.84534
2271.226;18.91375
2271.234;19.02098
2271.238;19.09662
2271.242;19.19333
2271.247;19.35533
2271.251;19.53152
2271.255;19.76778
2271.259;20.09099
2271.263;20.54298
2271.265;20.83645
2271.267;21.189
2271.269;21.61412
2271.271;22.12766
2271.273;22.74695
2271.2754;23.65217
2271.277;24.36076
2271.279;25.35562
2271.282;26.96502
2271.284;27.948
2271.285;28.34828
2271.286;28.65618
2271.287;28.85148
2271.288;28.92042
2271.289;28.85797
2271.29;28.66876
2271.291;28.3662
2271.293;27.50432
2271.294;26.99229
2271.297;25.38152
2271.299;24.38105
2271.3006;23.66613
2271.303;22.74942
2271.306;21.84504
2271.309;21.15825
2271.311;20.79425
2271.314;20.35557
2271.317;20.01492
2271.32;19.74655
2271.322;19.59846
2271.325;19.41223
2271.328;19.25988
2271.333;19.06112
2271.338;18.91119
2271.343;18.79481
2271.349;18.68584
2271.354;18.61323
2271.364;18.50126
2271.375;18.41089
2271.385;18.34701
2271.396;18.28957
2271.407;18.24112
2271.428;18.16424
2271.449;18.09971
2271.47;18.0424
2271.513;17.93767
2271.555;17.84446
2271.597;17.75637
2271.639;17.67166
2271.724;17.50737
2271.808;17.35198
2271.977;17.05522
2272.147;16.77421
2272.316;16.5096
2272.485;16.25781
2272.654;16.01735
2272.824;15.78563
2272.993;15.56426
2273.331;15.14453
2273.669;14.75001
2274.007;14.37504
2274.346;14.01375
2274.684;13.66394
2275.361;12.97901
2275.7;12.63647
2276.038;12.29024
2276.376;11.93533
2276.714;11.56739
2277.053;11.18031
2277.391;10.77058
2277.73;10.32883
2278.068;9.849135
2278.407;9.317934
2278.576;9.030242
2278.745;8.724661
2278.914;8.398827
2279.083;8.050023
2279.252;7.675122
2279.421;7.27052
2279.591;6.829369
2279.76;6.352098
2279.929;5.830872
2280.098;5.259829
2280.268;4.629018
2280.353;4.29061
2280.437;3.94039
2280.522;3.569751
2280.606;3.187552
2280.775;2.374806
2280.86;1.949159
2280.945;1.519385
2281.03;1.0956
2281.114;0.6989982
2281.199;0.3472717
2281.241;0.2047596
2281.283;0.09283203
2281.305;0.04970806
2281.326;0.02055516
2281.337;0.01056219
2281.342;0.00732135
2281.347;0.004932606
2281.353;0.003231582
2281.358;0.002820399
2281.363;0.003357119
2281.368;0.004873827
2281.374;0.008034252
2281.379;0.01182531
2281.389;0.02271494
2281.4;0.04009121
2281.41;0.06114535
2281.431;0.1232681
2281.452;0.2126719
2281.474;0.3401359
2281.495;0.4991226
2281.537;0.950372
2281.558;1.257078
2281.579;1.629617
2281.6;2.07884
2281.621;2.617619
2281.643;3.29485
2281.664;4.068133
2281.685;4.987856
2281.706;6.080899
2281.727;7.379917
2281.748;8.924793
2281.769;10.76454
2281.79;12.95976
2281.812;15.72321
2281.833;18.90264
2281.854;22.73349
2281.875;27.36968
2281.896;33.00884
2281.917;39.90694
2281.928;44.13108
2281.938;48.39836
2281.949;53.6248
2281.959;58.92364
2281.97;65.43789
2281.981;72.77152
2281.992;81.04585
2282.002;89.50304
2282.013;99.98662
2282.023;110.7458
2282.034;124.137
2282.044;137.9335
2282.055;155.1671
2282.065;172.979
2282.076;195.2856
2282.086;218.3799
2282.097;247.3153
2282.107;277.2377
2282.118;314.5989
2282.128;352.989
2282.142;414.3372
2282.156;484.7206
2282.184;647.4321
2282.198;732.2317
2282.212;810.3678
2282.226;873.1389
2282.233;896.1905
2282.24;912.6543
2282.247;922.1005
2282.254;924.4244
2282.268;908.8712
2282.282;870.8151
2282.296;817.4145
2282.324;692.1318
2282.338;630.1073
2282.352;572.1655
2282.364;526.6082
2282.376;485.0788
2282.388;447.5137
2282.4;413.6935
2282.412;383.3208
2282.424;356.0695
2282.436;331.6142
2282.448;309.6463
2282.46;289.8825
2282.472;272.0677
2282.496;241.4038
2282.52;216.1464
2282.543;195.9411
2282.567;178.1736
2282.591;163.121
2282.615;150.2578
2282.638;139.607
2282.662;129.9335
2282.686;121.4814
2282.71;114.0489
2282.733;107.7328
2282.757;101.8566
2282.781;96.60429
2282.829;87.63236
2282.877;80.2746
2282.924;74.26756
2282.972;69.08626
2283.019;64.75391
2283.067;60.93759
2283.114;57.68624
2283.162;54.77391
2283.21;52.20475
2283.258;49.92341
2283.305;47.92578
2283.353;46.09152
2283.4;44.46893
2283.495;41.6233
2283.591;39.22028
2283.686;37.20567
2283.781;35.47702
2283.876;33.97837
2283.972;32.65433
2284.067;31.49948
2284.162;30.47354
2284.257;29.55621
2284.353;28.72296
2284.448;27.97781
2284.638;26.68303
2284.829;25.59115
2285.019;24.66676
2285.21;23.86601
2285.4;23.17221
2285.591;22.55896
2285.781;22.01813
2285.972;21.53256
2286.162;21.09829
2286.353;20.70349
2286.543;20.34641
2286.924;19.71902
2287.305;19.18651
2287.686;18.72795
2288.067;18.32819
2288.448;17.97597
2288.829;17.66275
2289.21;17.38192
2289.591;17.12831
2289.972;16.89781
2290.353;16.68709
2290.734;16.49346
2291.115;16.31468
2291.496;16.14891
2291.877;15.99459
2292.258;15.85042
2292.639;15.71528
2293.02;15.58823
2293.401;15.46848
2293.782;15.35546
2293.973;15.30134
2294.068;15.27518
2294.163;15.24975
2294.259;15.22536
2294.307;15.2142
2294.354;15.20478
2294.378;15.20108
2294.402;15.19878
2294.426;15.19898
2294.449;15.20375
2294.473;15.21944
2294.485;15.2362
2294.497;15.26555
2294.509;15.32041
2294.515;15.36629
2294.521;15.43459
2294.527;15.54086
2294.53;15.6167
2294.533;15.71503
2294.536;15.84423
2294.539;16.0158
2294.542;16.24441
2294.5446;16.50068
2294.548;16.92428
2294.551;17.35051
2294.554;17.7215
2294.556;17.85801
2294.557;17.87719
2294.559;17.81055
2294.56;17.72977
2294.563;17.36425
2294.566;16.94002
2294.5694;16.51569
2294.572;16.25768
2294.574;16.09645
2294.577;15.90485
2294.579;15.80398
2294.584;15.61889
2294.589;15.49756
2294.594;15.41475
2294.599;15.35604
2294.609;15.28048
2294.619;15.23531
2294.629;15.20584
2294.648;15.17135
2294.668;15.1496
2294.688;15.13471
2294.727;15.11449
2294.767;15.09906
2294.806;15.08626
2294.884;15.06357
2294.963;15.04238
2295.042;15.02205
2295.199;14.98303
2295.357;14.94494
2295.514;14.908
2295.828;14.83642
2296.143;14.7676
2296.301;14.73435
2296.458;14.7025
2296.537;14.68717
2296.616;14.67262
2296.695;14.65942
2296.773;14.64901
2296.813;14.64568
2296.852;14.64491
2296.891;14.64861
2296.93;14.66132
2296.95;14.67463
2296.97;14.69659
2296.99;14.73392
2297.0;14.76239
2297.009;14.79691
2297.019;14.84998
2297.029;14.92716
2297.039;15.04454
2297.048;15.21017
2297.053;15.3429
2297.058;15.52108
2297.063;15.7668
2297.068;16.11637
2297.071;16.40007
2297.073;16.63152
2297.076;17.0619
2297.078;17.41941
2297.081;18.09506
2297.083;18.66264
2297.085;19.34562
2297.0873;20.29608
2297.089;21.11985
2297.091;22.21052
2297.094;23.97111
2297.096;25.04481
2297.097;25.482
2297.098;25.81862
2297.099;26.03285
2297.1;26.10986
2297.101;26.04423
2297.102;25.84093
2297.103;25.51445
2297.105;24.58179
2297.106;24.02677
2297.109;22.2778
2297.111;21.18978
2297.1127;20.36609
2297.114;19.80516
2297.116;19.05524
2297.118;18.42914
2297.12;17.90859
2297.122;17.47564
2297.124;17.1144
2297.127;16.6786
2297.131;16.24391
2297.135;15.92571
2297.139;15.68726
2297.142;15.54607
2297.146;15.39468
2297.15;15.27493
2297.157;15.11838
2297.165;14.9939
2297.172;14.91533
2297.18;14.8482
2297.187;14.80316
2297.202;14.7343
2297.217;14.68858
2297.232;14.65631
2297.262;14.61395
2297.292;14.5871
2297.322;14.56808
2297.352;14.55344
2297.412;14.53115
2297.472;14.51362
2297.532;14.49848
2297.592;14.48467
2297.712;14.45924
2297.832;14.43539
2298.072;14.39007
2298.312;14.34659
2298.552;14.30434
2299.031;14.22293
2299.511;14.14462
2299.99;14.06931
2300.949;13.92591
2301.908;13.79085
2302.867;13.66257
2303.347;13.60048
2303.826;13.53969
2304.066;13.50963
2304.186;13.4947
2304.306;13.47983
2304.426;13.46504
2304.486;13.4577
2304.546;13.45042
2304.606;13.44331
2304.636;13.4399
2304.666;13.43673
2304.696;13.43413
2304.711;13.43333
2304.726;13.43326
2304.741;13.43481
2304.749;13.43702
2304.756;13.44052
2304.764;13.44786
2304.771;13.4601
2304.778;13.484
2304.782;13.50757
2304.785;13.53259
2304.791;13.60259
2304.794;13.63662
2304.797;13.652
2304.8;13.63983
2304.803;13.60782
2304.809;13.53801
2304.812;13.51204
2304.815;13.49231
2304.821;13.46613
2304.827;13.45059
2304.832;13.4421
2304.843;13.43066
2304.854;13.42406
2304.866;13.4193
2304.877;13.41608
2304.899;13.41122
2304.922;13.4072
2304.944;13.40383
2304.988;13.39771
2305.033;13.39183
2305.077;13.38625
2305.166;13.3752
2305.255;13.36429
2305.344;13.35346
2305.522;13.33192
2305.878;13.28911
2306.234;13.2465
2307.658;13.07596
2308.371;12.98894
2309.083;12.89941
2309.795;12.80559
2310.507;12.70509
2311.22;12.59408
2311.576;12.53306
2311.932;12.46694
2312.288;12.39425
2312.644;12.31297
2313.0;12.22016
2313.356;12.11148
2313.535;12.04885
2313.713;11.97977
2313.891;11.90238
2314.069;11.81464
2314.247;11.71379
2314.425;11.59605
2314.603;11.45597
2314.781;11.28555
2314.959;11.07244
2315.048;10.94407
2315.137;10.79659
2315.226;10.62515
2315.315;10.42311
2315.404;10.18112
2315.493;9.885613
2315.582;9.516196
2315.627;9.291731
2315.671;9.040709
2315.716;8.744177
2315.76;8.405583
2315.805;7.995942
2315.849;7.515206
2315.894;6.914915
2315.938;6.184524
2315.961;5.729224
2315.983;5.235094
2316.005;4.673443
2316.027;4.033262
2316.05;3.269076
2316.061;2.867613
2316.072;2.443985
2316.083;2.001723
2316.094;1.548557
2316.105;1.09972
2316.116;0.6840595
2316.122;0.4891113
2316.128;0.3331972
2316.134;0.2360407
2316.139;0.220051
2316.142;0.2485919
2316.145;0.3132404
2316.15;0.5228513
2316.153;0.7261169
2316.156;1.003077
2316.161;1.674195
2316.167;2.956565
2316.172;4.601721
2316.175;5.938384
2316.178;7.617527
2316.181;9.72615
2316.183;11.42431
2316.186;14.51154
2316.189;18.39974
2316.192;23.30499
2316.194;27.273
2316.197;34.51701
2316.2;43.66596
2316.203;55.18172
2316.205;64.42119
2316.208;80.9755
2316.211;101.0433
2316.214;124.5496
2316.216;141.7594
2316.219;168.5984
2316.221;186.0027
2316.224;208.8734
2316.226;220.5183
2316.229;230.8509
2316.232;232.1732
2316.235;225.7611
2316.237;218.3537
2316.242;194.1934
2316.245;178.6223
2316.247;168.543
2316.251;149.8756
2316.253;141.4349
2316.255;133.614
2316.259;119.7576
2316.263;108.0513
2316.267;98.17306
2316.271;89.81318
2316.275;82.70252
2316.279;76.61745
2316.283;71.37603
2316.287;66.83155
2316.291;62.86601
2316.295;59.3843
2316.299;56.30951
2316.303;53.57912
2316.311;48.95622
2316.319;45.2052
2316.327;42.1114
2316.335;39.5229
2316.343;37.3298
2316.351;35.45101
2316.359;33.82564
2316.374;31.30721
2316.39;29.18674
2316.406;27.48579
2316.422;26.09329
2316.438;24.93368
2316.454;23.9539
2316.47;23.1157
2316.486;22.39082
2316.501;21.79519
2316.533;20.73614
2316.565;19.89337
2316.597;19.20716
2316.628;18.6541
2316.66;18.17169
2316.692;17.75975
2316.724;17.40391
2316.755;17.10253
2316.819;16.58491
2316.882;16.17828
2316.946;15.84079
2317.009;15.56417
2317.073;15.32641
2317.136;15.12572
2317.2;14.94886
2317.263;14.79631
2317.39;14.5392
2317.517;14.33251
2317.644;14.16242
2317.771;14.01985
2317.898;13.89883
2317.962;13.84488
2318.025;13.79635
2318.089;13.75277
2318.121;13.73432
2318.152;13.72047
2318.168;13.71604
2318.184;13.71486
2318.2;13.71922
2318.216;13.73397
2318.224;13.74838
2318.232;13.77083
2318.24;13.80624
2318.248;13.8638
2318.252;13.90608
2318.256;13.96214
2318.26;14.03789
2318.264;14.1425
2318.268;14.29042
2318.272;14.50451
2318.274;14.64675
2318.276;14.81962
2318.278;15.02913
2318.2798;15.25338
2318.283;15.73807
2318.286;16.25684
2318.288;16.57926
2318.289;16.71194
2318.291;16.88055
2318.292;16.90452
2318.294;16.82309
2318.295;16.72397
2318.297;16.4425
2318.298;16.27635
2318.301;15.75953
2318.3042;15.27252
2318.307;14.93452
2318.31;14.65653
2318.313;14.44726
2318.315;14.33697
2318.318;14.20463
2318.32;14.13362
2318.325;13.999
2318.33;13.90605
2318.335;13.83934
2318.34;13.78978
2318.345;13.75184
2318.356;13.69372
2318.366;13.65869
2318.376;13.63318
2318.386;13.61352
2318.407;13.58313
2318.427;13.56172
2318.467;13.52905
2318.508;13.50213
2318.548;13.47896
2318.629;13.43701
2318.71;13.39907
2318.791;13.36387
2318.953;13.29966
2319.116;13.24164
2319.278;13.18923
2319.602;13.09687
2319.927;13.01708
2320.251;12.94719
2320.576;12.88457
2320.9;12.82804
2321.225;12.7761
2321.549;12.72819
2322.198;12.64132
2322.847;12.56361
2323.496;12.49258
2324.145;12.42655
2324.794;12.36435
2325.443;12.30511
2326.092;12.24819
2326.741;12.19308
2327.39;12.1394
2327.715;12.11295
2327.877;12.09986
2328.039;12.08684
2328.201;12.07392
2328.282;12.06751
2328.363;12.06119
2328.404;12.05806
2328.444;12.05507
2328.485;12.05215
2328.525;12.04958
2328.546;12.04845
2328.566;12.04764
2328.586;12.0473
2328.606;12.04786
2328.627;12.05064
2328.637;12.05367
2328.647;12.05902
2328.657;12.0689
2328.662;12.07698
2328.667;12.08875
2328.672;12.10645
2328.677;12.13416
2328.682;12.17912
2328.685;12.21906
2328.6871;12.25468
2328.69;12.31503
2328.693;12.38675
2328.696;12.45085
2328.698;12.47505
2328.699;12.47866
2328.702;12.45375
2328.705;12.39153
2328.708;12.32047
2328.7109;12.25994
2328.713;12.2239
2328.716;12.18315
2328.721;12.13666
2328.726;12.10746
2328.731;12.08835
2328.737;12.07319
2328.742;12.06446
2328.752;12.053
2328.763;12.04535
2328.773;12.04072
2328.793;12.03468
2328.814;12.03054
2328.835;12.02742
2328.856;12.02483
2328.876;12.02265
2328.918;12.01854
2328.959;12.01486
2329.0;12.01134
2329.041;12.00792
2329.124;12.00114
2329.206;11.99454
2329.371;11.98142
2329.536;11.9684
2329.701;11.95542
2330.031;11.92956
2330.691;11.878
2331.351;11.82645
2332.671;11.72262
2333.991;11.61667
2335.311;11.50721
2335.971;11.45075
2336.631;11.39298
2337.291;11.33407
2337.621;11.3045
2337.951;11.2755
2338.116;11.26167
2338.281;11.24885
2338.446;11.23811
2338.611;11.23193
2338.694;11.23242
2338.776;11.23758
2338.859;11.25162
2338.9;11.26439
2338.941;11.28367
2338.983;11.31415
2339.024;11.36157
2339.065;11.44075
2339.086;11.5027
2339.106;11.58391
2339.127;11.70535
2339.147;11.87697
2339.158;12.00787
2339.168;12.16018
2339.178;12.3567
2339.188;12.61603
2339.199;13.00935
2339.209;13.51931
2339.214;13.85503
2339.219;14.26572
2339.224;14.7749
2339.229;15.41585
2339.235;16.42817
2339.24;17.56193
2339.243;18.41832
2339.245;19.0834
2339.248;20.25575
2339.25;21.17859
2339.253;22.82897
2339.255;24.1471
2339.258;26.53994
2339.26;28.47821
2339.263;32.042
2339.265;34.95596
2339.267;38.39107
2339.268;40.32905
2339.2707;46.3765
2339.272;49.7325
2339.274;55.43644
2339.278;68.04803
2339.28;74.01675
2339.282;78.75094
2339.284;81.41165
2339.285;81.77234
2339.287;80.45625
2339.289;76.72689
2339.292;68.25123
2339.296;55.68473
2339.298;49.98793
2339.2993;46.63287
2339.301;42.68066
2339.303;38.64002
2339.305;35.1973
2339.306;33.67592
2339.308;30.98358
2339.31;28.6967
2339.313;25.88434
2339.315;24.34248
2339.317;23.01567
2339.32;21.35306
2339.323;20.00227
2339.326;18.89333
2339.33;17.70241
2339.333;16.97593
2339.337;16.17703
2339.34;15.67872
2339.344;15.11973
2339.347;14.76453
2339.353;14.1815
2339.36;13.66122
2339.367;13.26258
2339.374;12.95063
2339.38;12.73433
2339.387;12.52709
2339.394;12.35728
2339.407;12.11391
2339.421;11.924
2339.434;11.79223
2339.448;11.68319
2339.461;11.60371
2339.488;11.4833
2339.515;11.40131
2339.542;11.34262
2339.569;11.29888
2339.623;11.23846
2339.677;11.19872
2339.73;11.17082
2339.838;11.13173
2339.945;11.10483
2340.053;11.08343
2340.16;11.06529
2340.375;11.03347
2340.59;11.00453
2341.02;10.9493
2341.451;10.89413
2341.881;10.83771
2342.741;10.7181
2343.172;10.65381
2343.602;10.5862
2344.032;10.51464
2344.462;10.43858
2344.893;10.35718
2345.323;10.27006
2345.753;10.17614
2346.183;10.07433
2346.614;9.963006
2347.044;9.841028
2347.474;9.706041
2347.904;9.555347
2348.335;9.384995
2348.765;9.191042
2348.98;9.083136
2349.195;8.966614
2349.41;8.840231
2349.625;8.702472
2349.841;8.550744
2350.056;8.38413
2350.271;8.199042
2350.486;7.991734
2350.701;7.757309
2350.916;7.489225
2351.024;7.339163
2351.131;7.178518
2351.239;7.002571
2351.346;6.812538
2351.454;6.602347
2351.561;6.372828
2351.669;6.115839
2351.776;5.831355
2351.884;5.507899
2351.991;5.143634
2352.099;4.721461
2352.206;4.23594
2352.26;3.96025
2352.314;3.66064
2352.368;3.334274
2352.421;2.985075
2352.475;2.597132
2352.529;2.174829
2352.583;1.718619
2352.636;1.24383
2352.69;0.7517232
2352.717;0.5162056
2352.744;0.3020456
2352.771;0.1282051
2352.785;0.06342192
2352.792;0.03990811
2352.798;0.02537166
2352.802;0.01890059
2352.805;0.01588733
2352.809;0.01450627
2352.812;0.01558171
2352.816;0.02004079
2352.819;0.02580758
2352.825;0.04412687
2352.832;0.0782123
2352.838;0.1197816
2352.851;0.2564362
2352.865;0.4929187
2352.878;0.8216439
2352.892;1.332541
2352.905;2.001755
2352.919;3.008172
2352.932;4.305851
2352.946;6.251129
2352.953;7.507914
2352.959;8.776214
2352.966;10.52408
2352.973;12.62156
2352.98;15.14882
2352.986;17.73388
2352.993;21.3525
2353.0;25.77793
2353.007;31.22457
2353.013;36.91753
2353.017;41.35526
2353.02;45.07832
2353.024;50.64595
2353.027;55.3352
2353.031;62.37555
2353.034;68.3282
2353.04;82.28339
2353.044;93.38679
2353.047;102.8313
2353.05;113.3634
2353.053;125.113
2353.057;142.9167
2353.06;158.0661
2353.063;174.9249
2353.0669;199.6348
2353.071;229.2825
2353.076;270.7321
2353.081;317.6603
2353.086;368.6293
2353.091;420.6268
2353.096;468.926
2353.101;507.7111
2353.105;528.2276
2353.108;536.26
2353.11;537.9555
2353.115;529.9643
2353.12;507.2516
2353.124;481.6729
2353.134;405.6159
2353.139;367.5944
2353.1431;338.3015
2353.149;300.0489
2353.155;266.1527
2353.161;237.0487
2353.166;216.0748
2353.172;194.3197
2353.177;178.6399
2353.183;162.3097
2353.188;150.4643
2353.194;138.0317
2353.2;127.2395
2353.206;117.8216
2353.211;110.8645
2353.217;103.428
2353.222;97.88782
2353.233;87.43497
2353.239;82.56849
2353.245;78.18965
2353.256;71.2223
2353.267;65.37127
2353.278;60.40408
2353.29;55.78892
2353.301;52.15271
2353.312;48.98031
2353.323;46.19255
2353.335;43.51662
2353.346;41.34481
2353.357;39.40058
2353.368;37.65129
2353.391;34.51071
2353.413;32.02576
2353.436;29.84364
2353.458;28.06803
2353.481;26.47033
2353.503;25.14196
2353.526;23.92366
2353.548;22.89324
2353.571;21.93358
2353.593;21.11052
2353.616;20.33419
2353.638;19.66058
2353.683;18.45564
2353.728;17.43567
2353.773;16.55831
2353.818;15.79285
2353.862;15.13068
2353.907;14.52473
2353.952;13.97756
2353.997;13.47867
2354.042;13.0197
2354.132;12.19573
2354.221;11.47244
2354.311;10.80506
2354.401;10.18089
2354.58;9.005635
2354.76;7.831129
2354.85;7.219939
2354.94;6.57898
2355.03;5.897544
2355.12;5.164577
2355.21;4.369271
2355.299;3.513126
2355.389;2.576261
2355.434;2.086316
2355.479;1.590454
2355.524;1.102084
2355.569;0.645315
2355.614;0.2632233
2355.636;0.1250606
2355.647;0.07341389
2355.658;0.03614176
2355.664;0.02274665
2355.67;0.01481973
2355.673;0.01306048
2355.676;0.01285814
2355.681;0.01617009
2355.687;0.02658909
2355.692;0.04107478
2355.698;0.06602016
2355.703;0.09362005
2355.715;0.1881528
2355.726;0.3151108
2355.737;0.4876822
2355.748;0.7140693
2355.771;1.406973
2355.782;1.871058
2355.793;2.443847
2355.805;3.218025
2355.816;4.093204
2355.827;5.160682
2355.838;6.461622
2355.85;8.207945
2355.861;10.17928
2355.872;12.5914
2355.883;15.55221
2355.889;17.44676
2355.895;19.57286
2355.901;21.96244
2355.906;24.18159
2355.912;27.15489
2355.917;29.92459
2355.923;33.64773
2355.928;37.12789
2355.934;41.82318
2355.94;47.16913
2355.946;53.2706
2355.951;59.0211
2355.957;66.84624
2355.962;74.25252
2355.968;84.37355
2355.973;93.99216
2355.979;107.1878
2355.984;119.7724
2355.99;137.0877
2355.995;153.6356
2356.001;176.4235
2356.006;198.1844
2356.012;228.0562
2356.0173;258.2138
2356.025;308.8826
2356.032;362.1908
2356.039;421.8094
2356.046;485.8647
2356.053;550.7698
2356.06;611.1639
2356.067;660.6081
2356.071;681.5758
2356.074;693.1471
2356.078;702.6298
2356.081;705.1974
2356.088;696.719
2356.095;670.9598
2356.102;633.0376
2356.116;541.1751
2356.123;494.8122
2356.1307;446.9249
2356.137;411.0145
2356.144;374.8655
2356.151;342.6091
2356.157;317.8706
2356.164;292.1038
2356.171;269.3199
2356.178;249.1599
2356.184;233.7154
2356.191;217.5723
2356.198;203.1963
2356.211;180.4189
2356.224;161.7512
2356.237;146.2836
2356.251;132.4243
2356.264;121.6077
2356.277;112.3696
2356.29;104.4126
2356.304;97.01208
2356.317;91.03353
2356.33;85.7694
2356.343;81.10629
2356.357;76.65191
2356.37;72.96367
2356.396;66.64453
2356.423;61.26004
2356.449;56.94177
2356.476;53.15634
2356.502;50.04418
2356.529;47.25605
2356.555;44.91917
2356.582;42.78944
2356.609;40.91118
2356.636;39.24343
2356.662;37.80583
2356.689;36.46211
2356.715;35.29184
2356.768;33.21769
2356.821;31.47883
2356.874;30.001
2356.927;28.73008
2356.98;27.6258
2357.034;26.64045
2357.087;25.78663
2357.14;25.02647
2357.193;24.34538
2357.246;23.7316
2357.299;23.17559
2357.405;22.20689
2357.511;21.39122
2357.617;20.69465
2357.723;20.09257
2357.829;19.5667
2357.936;19.0991
2358.042;18.68774
2358.148;18.31964
2358.254;17.98815
2358.361;17.68523
2358.467;17.41219
2358.679;16.93312
2358.892;16.52423
2359.104;16.17376
2359.316;15.86828
2359.528;15.59933
2359.741;15.35939
2359.953;15.14571
2360.166;14.95229
2360.378;14.77777
2360.591;14.61796
2360.803;14.47226
2361.227;14.21425
2361.652;13.99184
2361.864;13.89197
2362.076;13.79844
2362.501;13.6275
2362.607;13.58791
2362.713;13.54941
2362.766;13.53055
2362.793;13.52104
2362.819;13.51195
2362.846;13.50257
2362.859;13.4981
2362.872;13.49366
2362.886;13.48897
2362.893;13.4867
2362.899;13.48482
2362.906;13.4828
2362.912;13.48133
2362.919;13.48033
2362.9252;13.48081
2362.931;13.48321
2362.934;13.48474
2362.937;13.48538
2362.94;13.48435
2362.943;13.48193
2362.9488;13.47628
2362.955;13.47132
2362.962;13.4671
2362.969;13.46368
2362.975;13.4611
2362.982;13.4583
2362.989;13.45565
2363.002;13.45096
2363.016;13.44607
2363.029;13.44163
2363.055;13.43289
2363.082;13.42396
2363.109;13.41512
