Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26,Column27,Column28,Column29,Column30,Column31,Column32,Column33,Column34,Column35,Column36,Column37,Column38,Column39,Column40,Column41,Column42,Column43,Column44,Column45,Column46,Column47,Column48,Column49,Column50,Column51,Column52,Column53,Column54,Column55,Column56,Column57,Column58,Column59,Column60,Column61,Column62,Column63,Column64,Column65,Column66,Column67,Column68,Column69,Column70,Column71,Column72,Column73,Column74,Column75
57,0.08,0.585071,0.316705,0.891382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.53692E-17,1.17033E-13,2.09554E-11,4.06988E-10,2.60679E-09,1.75835E-08,3.13883E-07,4.4917E-06,0.00013247,0.00280235,0.0514921,0.160666,0.0590949,0.0199661,0.011068,0.00642881,0.00295174,0.00110579,0.000581889,0.000268634,0.000103796,3.09214E-05,5.99851E-06,4.68989E-07
58,0.067,0.619618,0.317079,1.00968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1457E-15,8.19421E-13,2.02924E-11,1.54486E-10,1.22795E-09,2.78159E-08,5.15361E-07,2.14535E-05,0.000651097,0.0139622,0.0583588,0.134856,0.0552937,0.0246295,0.0150624,0.00769532,0.00318894,0.00183858,0.000939687,0.000407339,0.000138635,3.15764E-05,3.03331E-06
59,0.058,0.650422,0.31742,1.11442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.18936E-16,6.81683E-14,2.01326E-12,1.73618E-11,1.55534E-10,4.19857E-09,9.41039E-08,5.07137E-06,0.000202586,0.00574397,0.0216919,0.0608877,0.112868,0.0591947,0.0280475,0.0145752,0.00647631,0.0039904,0.00219773,0.00103745,0.00039004,0.00010026,1.12611E-05
60,0.05,0.681018,0.317767,1.21787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.66528E-18,8.43325E-15,2.84566E-13,2.7071E-12,2.66677E-11,8.28581E-10,2.16473E-08,1.44056E-06,7.22803E-05,0.00260591,0.0111794,0.0252071,0.0550732,0.109925,0.0622344,0.0251861,0.0112886,0.00733126,0.00429925,0.00218203,0.000893624,0.000255181,3.28879E-05
61,0.042,0.717408,0.318203,1.34004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.68415E-16,8.31409E-16,3.74308E-14,3.93133E-13,4.25366E-12,1.52049E-10,4.62883E-09,3.80937E-07,2.40952E-05,0.00111377,0.00555006,0.0131736,0.0222946,0.0532364,0.116534,0.0577081,0.0202665,0.0130798,0.00810844,0.00442113,0.00197259,0.000626512,9.29261E-05
62,0.035,0.760892,0.318758,1.4849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.71864E-17,4.36125E-15,4.95334E-14,5.927E-13,2.45878E-11,8.79982E-10,9.07108E-08,7.33393E-06,0.000441865,0.00258286,0.00682162,0.01174,0.0218255,0.0585539,0.113492,0.049317,0.0248082,0.0147804,0.00854447,0.00413797,0.00145672,0.00024775
63,0.03,0.805327,0.319367,1.63171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.34334E-18,6.07516E-16,7.17339E-15,9.58425E-14,4.55692E-12,1.8925E-10,2.39968E-08,2.42997E-06,0.000186786,0.00126291,0.00368966,0.00680851,0.0127645,0.0268229,0.0644533,0.0951466,0.0565196,0.0261615,0.0146052,0.00751584,0.0028793,0.000548429
64,0.025,0.853227,0.320078,1.78886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.06527E-17,1.27468E-17,1.38724E-15,1.86651E-14,9.98487E-13,4.7047E-11,7.1249E-09,8.77091E-07,8.35943E-05,0.000643224,0.00205893,0.00406032,0.00802327,0.0167489,0.0313653,0.054793,0.101377,0.0570649,0.0248325,0.0126855,0.00523388,0.00110656
65,0.02,0.916014,0.321094,1.99338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.27029E-16,3.04712E-15,1.82371E-13,9.86156E-12,1.81456E-09,2.76858E-07,3.34702E-05,0.000297011,0.00105252,0.0022367,0.00470603,0.0103844,0.0186782,0.0253519,0.057203,0.109133,0.0571963,0.0227801,0.00974276,0.00229828
66,0.015,1.00375,0.322681,2.27728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.01845E-17,0,3.84443E-16,2.63733E-14,1.65382E-12,3.78125E-10,7.33284E-08,1.15815E-05,0.000120581,0.00047939,0.00110939,0.00250961,0.00594925,0.0113439,0.0148579,0.0261262,0.0602899,0.119221,0.0564231,0.0192459,0.00499343
67,0.01,1.13938,0.325524,2.71437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.7831E-17,0,2.96823E-15,2.03957E-13,5.97259E-11,1.52423E-08,3.27577E-06,4.09766E-05,0.000186118,0.000475783,0.00117242,0.00302793,0.00626675,0.00872075,0.015209,0.0273362,0.0646954,0.13325,0.0533502,0.0117889
68,0.005,1.39322,0.332154,3.53092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.88464E-16,0,1.6465E-14,6.24345E-12,2.20984E-09,6.87141E-07,0.000010705,0.000057088,0.000164701,0.000450863,0.00129511,0.00297096,0.00449915,0.00844981,0.0157266,0.0296014,0.072572,0.155132,0.0412225
69,0.00001,2.13761,0.362169,5.90359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.05311E-16,0,3.529E-13,1.89674E-10,9.47998E-08,1.95448E-06,1.28063E-05,4.31987E-05,0.000135692,0.000448579,0.00117994,0.00200118,0.00417179,0.00866285,0.0179133,0.0371156,0.099551,0.190931
