E	sigma_t	sigma_s
9.53918100E+02	5.01634100E+00	4.80612200E+00
9.53999000E+02	4.91061700E+00	4.70749100E+00
9.54079900E+02	4.80506000E+00	4.60672400E+00
9.54160800E+02	4.69965800E+00	4.50376100E+00
9.54241700E+02	4.59423100E+00	4.39853500E+00
9.54403500E+02	4.38210600E+00	4.18102000E+00
9.54565200E+02	4.16623500E+00	3.95375700E+00
9.54787700E+02	3.85903200E+00	3.62388500E+00
9.55010100E+02	3.53778500E+00	3.27330500E+00
9.55232600E+02	3.20240400E+00	2.90140200E+00
9.55455000E+02	2.85647100E+00	2.50984900E+00
9.55677500E+02	2.50739500E+00	2.10279100E+00
9.55788700E+02	2.33628700E+00	1.89660300E+00
9.55899900E+02	2.17141500E+00	1.69147500E+00
9.56011200E+02	2.01736600E+00	1.49080600E+00
9.56122400E+02	1.88139900E+00	1.30042200E+00
9.56233600E+02	1.77396800E+00	1.12866800E+00
9.56344800E+02	1.71182800E+00	9.89358800E-01
9.56403000E+02	1.70595900E+00	9.36604300E-01
9.56461100E+02	1.72542100E+00	9.03760100E-01
9.56519300E+02	1.77794000E+00	8.97301000E-01
9.56548400E+02	1.81968400E+00	9.06672400E-01
9.56577400E+02	1.87360200E+00	9.26148800E-01
9.56606500E+02	1.94192000E+00	9.57485500E-01
9.56635600E+02	2.02663800E+00	1.00252900E+00
9.56664700E+02	2.13027400E+00	1.06349100E+00
9.56693700E+02	2.25528600E+00	1.14264200E+00
9.56722800E+02	2.40592900E+00	1.24352500E+00
9.56751800E+02	2.58509100E+00	1.36891500E+00
9.56780900E+02	2.79857600E+00	1.52372400E+00
9.56809900E+02	3.05018000E+00	1.71156300E+00
9.56831400E+02	3.26529600E+00	1.87560300E+00
9.56852900E+02	3.50783900E+00	2.06349300E+00
9.56874400E+02	3.78090400E+00	2.27799500E+00
9.56895900E+02	4.08792300E+00	2.52216900E+00
9.56927600E+02	4.61064000E+00	2.94355700E+00
9.56938900E+02	4.81937700E+00	3.11344200E+00
9.56952800E+02	5.09384100E+00	3.33798000E+00
9.56981800E+02	5.73506600E+00	3.86687500E+00
9.57002100E+02	6.24495400E+00	4.29095600E+00
9.57022300E+02	6.80795500E+00	4.76211900E+00
9.57042500E+02	7.43192500E+00	5.28725500E+00
9.57062700E+02	8.12279700E+00	5.87169800E+00
9.57084200E+02	8.93884300E+00	6.56539700E+00
9.57105700E+02	9.84633500E+00	7.34037000E+00
9.57127200E+02	1.08543400E+01	8.20478300E+00
9.57148600E+02	1.19671500E+01	9.16272900E+00
9.57170100E+02	1.32056500E+01	1.02326100E+01
9.57191600E+02	1.45761800E+01	1.14203700E+01
9.57213100E+02	1.60907900E+01	1.27369000E+01
9.57234500E+02	1.77541600E+01	1.41866800E+01
9.57262400E+02	2.01785500E+01	1.63058700E+01
9.57290200E+02	2.29114500E+01	1.87018000E+01
9.57318000E+02	2.59945800E+01	2.14120100E+01
9.57345800E+02	2.94635900E+01	2.44688500E+01
9.57373600E+02	3.33560200E+01	2.79064300E+01
9.57401400E+02	3.77111100E+01	3.17604100E+01
9.57429200E+02	4.25695200E+01	3.60678000E+01
9.57457000E+02	4.79729600E+01	4.08666600E+01
9.57502500E+02	5.81037200E+01	4.98826100E+01
9.57548000E+02	6.99937600E+01	6.04886100E+01
9.57593500E+02	8.38227000E+01	7.28495300E+01
9.57639000E+02	9.97557300E+01	8.71177000E+01
9.57684500E+02	1.17933900E+02	1.03424200E+02
9.57730000E+02	1.38463600E+02	1.21869000E+02
9.57775500E+02	1.61405300E+02	1.42511400E+02
9.57821000E+02	1.86762500E+02	1.65359100E+02
9.57876600E+02	2.20928400E+02	1.96189900E+02
9.57932200E+02	2.58327800E+02	2.29992800E+02
9.58043400E+02	3.40789500E+02	3.04706100E+02
9.58063700E+02	3.56596900E+02	3.19056000E+02
9.58119300E+02	4.00378300E+02	3.58849500E+02
9.58174900E+02	4.44011400E+02	3.98585200E+02
9.58286100E+02	5.26021100E+02	4.73531200E+02
9.58356900E+02	5.70871000E+02	5.14734100E+02
9.58427600E+02	6.07045600E+02	5.48182600E+02
9.58494000E+02	6.31392100E+02	5.70949700E+02
9.58560400E+02	6.45200400E+02	5.84217700E+02
9.58574500E+02	6.46706900E+02	5.85747100E+02
9.58620200E+02	6.48101100E+02	5.87546600E+02
9.58665900E+02	6.44194900E+02	5.84541200E+02
9.58757300E+02	6.21237400E+02	5.64763700E+02
9.58849900E+02	5.79945300E+02	5.28270200E+02
9.58942500E+02	5.24975200E+02	4.79212400E+02
9.59127800E+02	3.95408700E+02	3.62702900E+02
9.59220500E+02	3.30936300E+02	3.04433100E+02
9.59313100E+02	2.71899800E+02	2.50927600E+02
9.59357400E+02	2.46250000E+02	2.27635200E+02
9.59401600E+02	2.22538100E+02	2.06076000E+02
9.59445800E+02	2.00775100E+02	1.86264700E+02
9.59490000E+02	1.80977000E+02	1.68220200E+02
9.59534200E+02	1.63113300E+02	1.51919000E+02
9.59578400E+02	1.47115400E+02	1.37302900E+02
9.59622600E+02	1.32885500E+02	1.24286500E+02
9.59666800E+02	1.20304600E+02	1.12764900E+02
9.59700500E+02	1.11738500E+02	1.04912100E+02
9.59734100E+02	1.04014200E+02	9.78248500E+01
9.59756600E+02	9.92663900E+01	9.34655900E+01
9.59762200E+02	9.81350000E+01	9.24264400E+01
9.59782400E+02	9.42137100E+01	8.88237600E+01
9.59818300E+02	8.78289600E+01	8.29540400E+01
9.59866500E+02	8.03230700E+01	7.60475000E+01
9.59914600E+02	7.39008800E+01	7.01326700E+01
9.59962700E+02	6.83943800E+01	6.50571900E+01
9.60010800E+02	6.36676000E+01	6.06975400E+01
9.60059000E+02	5.95926200E+01	5.69370800E+01
9.60107100E+02	5.60817400E+01	5.36958700E+01
9.60155200E+02	5.30363400E+01	5.08834300E+01
9.60203300E+02	5.03805000E+01	4.84300100E+01
9.60248100E+02	4.82011200E+01	4.64160800E+01
9.60292900E+02	4.62612600E+01	4.46227600E+01
9.60382500E+02	4.29616700E+01	4.15697700E+01
9.60472100E+02	4.02593000E+01	3.90646900E+01
9.60561600E+02	3.80026600E+01	3.69669300E+01
9.60651200E+02	3.60801300E+01	3.51732300E+01
9.60740700E+02	3.44212300E+01	3.36189500E+01
9.60830300E+02	3.29685300E+01	3.22518100E+01
9.60919800E+02	3.16858900E+01	3.10394800E+01
9.61009400E+02	3.05407500E+01	2.99528500E+01
9.61099000E+02	2.95118100E+01	2.89731300E+01
9.61188600E+02	2.85812000E+01	2.80844900E+01
9.61278100E+02	2.77356300E+01	2.72751500E+01
9.61457200E+02	2.62519900E+01	2.58513100E+01
9.61636300E+02	2.49917900E+01	2.46386800E+01
9.61851200E+02	2.37077900E+01	2.34004100E+01
9.62066100E+02	2.26177000E+01	2.23469900E+01
9.62245300E+02	2.18262000E+01	2.15807800E+01
9.62424400E+02	2.11223100E+01	2.08982100E+01
9.62603500E+02	2.04918200E+01	2.02853300E+01
9.62782600E+02	1.99251700E+01	1.97315100E+01
9.62872200E+02	1.96640500E+01	1.94739100E+01
9.62961700E+02	1.94181500E+01	1.92283200E+01
9.63051300E+02	1.91877100E+01	1.89934100E+01
9.63096100E+02	1.90788400E+01	1.88798300E+01
9.63140800E+02	1.89747800E+01	1.87689800E+01
9.63185600E+02	1.88753800E+01	1.86602600E+01
9.63230400E+02	1.87812400E+01	1.85538700E+01
9.63275200E+02	1.86927600E+01	1.84497300E+01
9.63319900E+02	1.86105700E+01	1.83480000E+01
9.63364700E+02	1.85347300E+01	1.82481600E+01
9.63409500E+02	1.84658800E+01	1.81503800E+01
9.63454300E+02	1.84044400E+01	1.80546100E+01
9.63499000E+02	1.83508600E+01	1.79609800E+01
9.63570700E+02	1.82816700E+01	1.78147200E+01
9.63642300E+02	1.82334000E+01	1.76732900E+01
9.63705000E+02	1.82076500E+01	1.75530600E+01
9.63767700E+02	1.81958800E+01	1.74360600E+01
9.63893100E+02	1.82039700E+01	1.72112100E+01
9.64018500E+02	1.82280900E+01	1.69975300E+01
9.64081200E+02	1.82338400E+01	1.68945100E+01
9.64143900E+02	1.82283000E+01	1.67938400E+01
9.64197600E+02	1.82107600E+01	1.67093700E+01
9.64282700E+02	1.81519800E+01	1.65786400E+01
9.64325200E+02	1.81062900E+01	1.65147100E+01
9.64349800E+02	1.80745300E+01	1.64781000E+01
9.64364400E+02	1.80537900E+01	1.64565100E+01
9.64370100E+02	1.80453200E+01	1.64481100E+01
9.64371600E+02	1.80430500E+01	1.64459000E+01
9.64376100E+02	1.80361600E+01	1.64392800E+01
9.64380500E+02	1.80293000E+01	1.64328100E+01
9.64389400E+02	1.80150200E+01	1.64197700E+01
9.64410000E+02	1.79799800E+01	1.63897000E+01
9.64444900E+02	1.79143100E+01	1.63392000E+01
9.64508400E+02	1.77753000E+01	1.62486900E+01
9.64597200E+02	1.75433500E+01	1.61250100E+01
9.64686000E+02	1.72778500E+01	1.60046100E+01
9.64914400E+02	1.65394000E+01	1.57097500E+01
9.65028600E+02	1.61924800E+01	1.55701500E+01
9.65085700E+02	1.60331500E+01	1.55022600E+01
9.65142800E+02	1.58848100E+01	1.54356000E+01
9.65199900E+02	1.57478900E+01	1.53701600E+01
9.65257000E+02	1.56223000E+01	1.53058800E+01
9.65314100E+02	1.55075400E+01	1.52427500E+01
9.65371200E+02	1.54028100E+01	1.51807100E+01
9.65428300E+02	1.53071100E+01	1.51197400E+01
9.65485400E+02	1.52193800E+01	1.50597900E+01
9.65542500E+02	1.51385100E+01	1.50008200E+01
9.65599500E+02	1.50635700E+01	1.49429000E+01
9.65653500E+02	1.49970500E+01	1.48888600E+01
9.65707400E+02	1.49342500E+01	1.48357200E+01
9.65761300E+02	1.48744400E+01	1.47833300E+01
9.65815200E+02	1.48170800E+01	1.47316700E+01
9.65869200E+02	1.47616500E+01	1.46806300E+01
9.65923100E+02	1.47080000E+01	1.46303700E+01
9.66030900E+02	1.46047100E+01	1.45318500E+01
9.66138800E+02	1.45054800E+01	1.44357800E+01
9.66246600E+02	1.44095900E+01	1.43422200E+01
9.66462300E+02	1.42256900E+01	1.41618200E+01
9.66893700E+02	1.38843000E+01	1.38257700E+01
9.67325100E+02	1.35730200E+01	1.35187300E+01
9.67756500E+02	1.32871300E+01	1.32363200E+01
9.68187900E+02	1.30214100E+01	1.29735200E+01
9.69050700E+02	1.25377100E+01	1.24944000E+01
9.69913500E+02	1.21052800E+01	1.20652200E+01
9.70776300E+02	1.17106100E+01	1.16727700E+01
9.71639100E+02	1.13432700E+01	1.13068500E+01
9.72501800E+02	1.09952300E+01	1.09595000E+01
9.73313800E+02	1.06793700E+01	1.06436800E+01
9.73922800E+02	1.04471200E+01	1.04110200E+01
9.74531800E+02	1.02170000E+01	1.01800000E+01
9.75140800E+02	9.98776200E+00	9.94906100E+00
9.75445300E+02	9.87364800E+00	9.83311500E+00
9.75597600E+02	9.81752300E+00	9.77494100E+00
9.75673700E+02	9.79022000E+00	9.74583200E+00
9.75749800E+02	9.76387400E+00	9.71670700E+00
9.75826000E+02	9.73905100E+00	9.68754000E+00
9.75864100E+02	9.72749200E+00	9.67296400E+00
9.75902100E+02	9.71671600E+00	9.65843500E+00
9.75940200E+02	9.70684400E+00	9.64388200E+00
9.75978200E+02	9.69813500E+00	9.62938800E+00
9.76016300E+02	9.69078600E+00	9.61488300E+00
9.76054300E+02	9.68511500E+00	9.60045300E+00
9.76092400E+02	9.68141300E+00	9.58602900E+00
9.76130500E+02	9.68005800E+00	9.57166100E+00
9.76168600E+02	9.68145400E+00	9.55736200E+00
9.76206600E+02	9.68602500E+00	9.54318100E+00
9.76244700E+02	9.69427000E+00	9.52905800E+00
9.76282700E+02	9.70664800E+00	9.51508200E+00
9.76320800E+02	9.72375000E+00	9.50119500E+00
9.76358800E+02	9.74601700E+00	9.48748700E+00
9.76398500E+02	9.77540900E+00	9.47333400E+00
9.76438100E+02	9.81152900E+00	9.45940500E+00
9.76477800E+02	9.85508400E+00	9.44564500E+00
9.76517400E+02	9.90629900E+00	9.43213800E+00
9.76557100E+02	9.96577600E+00	9.41882500E+00
9.76596700E+02	1.00334200E+01	9.40577900E+00
9.76636400E+02	1.01096200E+01	9.39293600E+00
9.76676000E+02	1.01938400E+01	9.38035500E+00
9.76755300E+02	1.03854300E+01	9.35579700E+00
9.76834600E+02	1.06023200E+01	9.33192100E+00
9.76993200E+02	1.10684500E+01	9.28486800E+00
9.77120100E+02	1.14045100E+01	9.24578300E+00
9.77183600E+02	1.15358500E+01	9.22498600E+00
9.77247000E+02	1.16314200E+01	9.20305300E+00
9.77313600E+02	1.16864600E+01	9.17853600E+00
9.77348500E+02	1.16950000E+01	9.16502800E+00
9.77367500E+02	1.16935500E+01	9.15747600E+00
9.77384100E+02	1.16887300E+01	9.15076300E+00
9.77385500E+02	1.16881700E+01	9.15019200E+00
9.77389700E+02	1.16863500E+01	9.14847400E+00
9.77393800E+02	1.16843700E+01	9.14679000E+00
9.77402000E+02	1.16798000E+01	9.14340300E+00
9.77421600E+02	1.16656100E+01	9.13520000E+00
9.77455900E+02	1.16297500E+01	9.12048700E+00
9.77460800E+02	1.16235000E+01	9.11834900E+00
9.77476800E+02	1.16011700E+01	9.11130200E+00
9.77492700E+02	1.15760900E+01	9.10420600E+00
9.77524500E+02	1.15175800E+01	9.08973900E+00
9.77612600E+02	1.13026500E+01	9.04791400E+00
9.77632100E+02	1.12458800E+01	9.03834900E+00
9.77690900E+02	1.10585400E+01	9.00895600E+00
9.77749600E+02	1.08527800E+01	8.97895300E+00
9.77896500E+02	1.03027400E+01	8.90240900E+00
9.77969900E+02	1.00333800E+01	8.86412300E+00
9.78043300E+02	9.78119100E+00	8.82622200E+00
9.78116800E+02	9.55249800E+00	8.78885700E+00
9.78153500E+02	9.44849100E+00	8.77045700E+00
9.78190200E+02	9.35158700E+00	8.75223900E+00
9.78226900E+02	9.26183400E+00	8.73420200E+00
9.78263600E+02	9.17914600E+00	8.71634500E+00
9.78300300E+02	9.10332300E+00	8.69866000E+00
9.78337000E+02	9.03407400E+00	8.68113800E+00
9.78376200E+02	8.96695400E+00	8.66258900E+00
9.78415400E+02	8.90640600E+00	8.64419700E+00
9.78454600E+02	8.85187300E+00	8.62594300E+00
9.78493700E+02	8.80289600E+00	8.60785600E+00
9.78532900E+02	8.75864300E+00	8.58982400E+00
9.78572000E+02	8.71877400E+00	8.57192200E+00
9.78611200E+02	8.68254100E+00	8.55404000E+00
9.78650300E+02	8.64962200E+00	8.53625400E+00
9.78689500E+02	8.61937700E+00	8.51845700E+00
9.78728700E+02	8.59146900E+00	8.50068100E+00
9.78767900E+02	8.56551600E+00	8.48291400E+00
9.78807000E+02	8.54124400E+00	8.46519000E+00
9.78846200E+02	8.51823600E+00	8.44740900E+00
9.78885300E+02	8.49636100E+00	8.42965300E+00
9.78924500E+02	8.47529400E+00	8.41182500E+00
9.78963600E+02	8.45496500E+00	8.39400900E+00
9.79042000E+02	8.41569300E+00	8.35816800E+00
9.79120300E+02	8.37775200E+00	8.32218800E+00
9.79198600E+02	8.34050800E+00	8.28600300E+00
9.79276900E+02	8.30359200E+00	8.24959800E+00
9.79433600E+02	8.22987900E+00	8.17604300E+00
9.79590200E+02	8.15577900E+00	8.10155900E+00
9.80216800E+02	7.85045900E+00	7.79283200E+00
9.80530100E+02	7.69152700E+00	7.63135900E+00
9.80686800E+02	7.61054800E+00	7.54865700E+00
9.80843400E+02	7.52910900E+00	7.46465700E+00
9.80921800E+02	7.48845600E+00	7.42207900E+00
9.81000100E+02	7.44823600E+00	7.37919500E+00
9.81078400E+02	7.40874500E+00	7.33594200E+00
9.81156700E+02	7.37045900E+00	7.29231000E+00
9.81235100E+02	7.33394100E+00	7.24823400E+00
9.81313400E+02	7.30002500E+00	7.20381500E+00
9.81352600E+02	7.28426400E+00	7.18142500E+00
9.81391700E+02	7.26949900E+00	7.15898800E+00
9.81430900E+02	7.25576300E+00	7.13639000E+00
9.81470000E+02	7.24322900E+00	7.11374400E+00
9.81516600E+02	7.22994600E+00	7.08661500E+00
9.81563100E+02	7.21861000E+00	7.05939200E+00
9.81609600E+02	7.20928600E+00	7.03201500E+00
9.81656100E+02	7.20201800E+00	7.00448100E+00
9.81749100E+02	7.19348600E+00	6.94893700E+00
9.81842100E+02	7.19189000E+00	6.89273800E+00
9.82028200E+02	7.19793600E+00	6.77822300E+00
9.82121200E+02	7.19662100E+00	6.71990900E+00
9.82214200E+02	7.18532000E+00	6.66082800E+00
9.82253300E+02	7.17634900E+00	6.63575100E+00
9.82341400E+02	7.14484400E+00	6.57872000E+00
9.82380600E+02	7.12528900E+00	6.55310400E+00
9.82403900E+02	7.11196600E+00	6.53780700E+00
9.82419800E+02	7.10213900E+00	6.52733700E+00
9.82421200E+02	7.10124500E+00	6.52641400E+00
9.82426800E+02	7.09762300E+00	6.52272000E+00
9.82429600E+02	7.09578400E+00	6.52087200E+00
9.82438900E+02	7.08954400E+00	6.51472800E+00
9.82448100E+02	7.08317100E+00	6.50864100E+00
9.82477600E+02	7.06139900E+00	6.48906800E+00
9.82536500E+02	7.01200600E+00	6.44972600E+00
9.82557300E+02	6.99276600E+00	6.43575000E+00
9.82637100E+02	6.91116700E+00	6.38172200E+00
9.82716800E+02	6.81956400E+00	6.32711800E+00
9.82876200E+02	6.62064500E+00	6.21597700E+00
9.82987200E+02	6.48344200E+00	6.13706300E+00
9.83042700E+02	6.41894300E+00	6.09713800E+00
9.83098100E+02	6.35870800E+00	6.05697400E+00
9.83153600E+02	6.30339800E+00	6.01642500E+00
9.83209100E+02	6.25384200E+00	5.97556000E+00
9.83264600E+02	6.21058100E+00	5.93437900E+00
9.83320000E+02	6.17403400E+00	5.89295200E+00
9.83375500E+02	6.14424100E+00	5.85112700E+00
9.83430900E+02	6.12128000E+00	5.80904800E+00
9.83486400E+02	6.10482500E+00	5.76656000E+00
9.83541800E+02	6.09446700E+00	5.72380700E+00
9.83604300E+02	6.08916300E+00	5.67515600E+00
9.83666700E+02	6.08927300E+00	5.62612700E+00
9.83791500E+02	6.09829400E+00	5.52664000E+00
9.83916300E+02	6.10380900E+00	5.42512700E+00
9.83978700E+02	6.09900200E+00	5.37356300E+00
9.84041100E+02	6.08594400E+00	5.32143400E+00
9.84138200E+02	6.04456200E+00	5.23915400E+00
9.84145100E+02	6.04052000E+00	5.23325200E+00
9.84163300E+02	6.02911700E+00	5.21764900E+00
9.84181500E+02	6.01662200E+00	5.20199400E+00
9.84200500E+02	6.00239900E+00	5.18559500E+00
9.84218700E+02	5.98763600E+00	5.16983200E+00
9.84220200E+02	5.98637000E+00	5.16853100E+00
9.84224900E+02	5.98235200E+00	5.16445100E+00
9.84229600E+02	5.97826000E+00	5.16036700E+00
9.84238900E+02	5.96994300E+00	5.15227600E+00
9.84261700E+02	5.94832200E+00	5.13238200E+00
9.84293300E+02	5.91549500E+00	5.10467100E+00
9.84384500E+02	5.80299800E+00	5.02378900E+00
9.84486300E+02	5.65045200E+00	4.93190800E+00
9.84588000E+02	5.47779700E+00	4.83843000E+00
9.84791400E+02	5.11081300E+00	4.64643700E+00
9.84903700E+02	4.91551700E+00	4.53755700E+00
9.84988000E+02	4.77798300E+00	4.45446700E+00
9.85072200E+02	4.64963600E+00	4.37029900E+00
9.85156400E+02	4.53021400E+00	4.28493800E+00
9.85240600E+02	4.41882100E+00	4.19836600E+00
9.85324800E+02	4.31409500E+00	4.11056400E+00
9.85409000E+02	4.21450300E+00	4.02151500E+00
9.85493200E+02	4.11856100E+00	3.93120500E+00
9.85577400E+02	4.02497200E+00	3.83962200E+00
9.85745800E+02	3.84091600E+00	3.65259400E+00
9.85914200E+02	3.65683200E+00	3.46037000E+00
9.86251000E+02	3.27991900E+00	3.06020100E+00
9.86587800E+02	2.88879400E+00	2.63950100E+00
9.86924600E+02	2.48685500E+00	2.20082000E+00
9.87261400E+02	2.08275900E+00	1.75057900E+00
9.87429800E+02	1.88456500E+00	1.52479300E+00
9.87598200E+02	1.69282200E+00	1.30172600E+00
9.87822800E+02	1.45471400E+00	1.01477900E+00
9.88047300E+02	1.25074300E+00	7.51838900E-01
9.88128000E+02	1.18980500E+00	6.66657500E-01
9.88208700E+02	1.13752100E+00	5.88243700E-01
9.88289400E+02	1.09555700E+00	5.18055600E-01
9.88370100E+02	1.06588200E+00	4.57826300E-01
9.88450800E+02	1.05083500E+00	4.09622300E-01
9.88491200E+02	1.04965000E+00	3.90763300E-01
9.88531500E+02	1.05320600E+00	3.75917100E-01
9.88571900E+02	1.06195400E+00	3.65397800E-01
9.88612200E+02	1.07633000E+00	3.59683800E-01
9.88652600E+02	1.09693100E+00	3.59218100E-01
9.88692900E+02	1.12423000E+00	3.64517900E-01
9.88752600E+02	1.17843100E+00	3.84183500E-01
9.88782400E+02	1.21226500E+00	3.99845500E-01
9.88812200E+02	1.25103300E+00	4.19779800E-01
9.88854300E+02	1.31490100E+00	4.55843600E-01
9.88872800E+02	1.34658500E+00	4.74843200E-01
9.88891200E+02	1.38041900E+00	4.95765800E-01
9.88924500E+02	1.44789200E+00	5.39090300E-01
9.88977200E+02	1.57253200E+00	6.23323100E-01
9.89029800E+02	1.72136100E+00	7.28906500E-01
9.89086000E+02	1.91119800E+00	8.68974200E-01
9.89142100E+02	2.13721500E+00	1.04121800E+00
9.89198200E+02	2.40549500E+00	1.25114100E+00
9.89254300E+02	2.72294800E+00	1.50507200E+00
9.89299900E+02	3.02292000E+00	1.74913400E+00
9.89345500E+02	3.36618300E+00	2.03219500E+00
9.89391100E+02	3.75900900E+00	2.36003000E+00
9.89436700E+02	4.20881400E+00	2.73947900E+00
9.89482300E+02	4.72440200E+00	3.17867700E+00
9.89527900E+02	5.31627200E+00	3.68733500E+00
9.89573500E+02	5.99697900E+00	4.27708900E+00
9.89619000E+02	6.77973700E+00	4.96029500E+00
9.89657600E+02	7.53817400E+00	5.62644100E+00
9.89696200E+02	8.39692900E+00	6.38475900E+00
9.89734800E+02	9.37120200E+00	7.24940200E+00
9.89773400E+02	1.04787600E+01	8.23692900E+00
9.89812000E+02	1.17403500E+01	9.36669800E+00
9.89850600E+02	1.31801700E+01	1.06612900E+01
9.89889200E+02	1.48263300E+01	1.21470100E+01
9.89927800E+02	1.67114700E+01	1.38543600E+01
9.89966400E+02	1.88732700E+01	1.58186200E+01
9.90005000E+02	2.13551000E+01	1.80804500E+01
9.90043600E+02	2.42066500E+01	2.06863900E+01
9.90082200E+02	2.74844600E+01	2.36895400E+01
9.90120800E+02	3.12525600E+01	2.71499900E+01
9.90159400E+02	3.55829300E+01	3.11354000E+01
9.90198000E+02	4.05558800E+01	3.57212900E+01
9.90236600E+02	4.62602900E+01	4.09912900E+01
9.90292800E+02	5.60761500E+01	5.00782500E+01
9.90348900E+02	6.79595900E+01	6.11029700E+01
9.90405000E+02	8.22894800E+01	7.44227900E+01
9.90461100E+02	9.94537900E+01	9.04044600E+01
9.90520800E+02	1.21282000E+02	1.10760700E+02
9.90580400E+02	1.47202400E+02	1.34968700E+02
9.90640100E+02	1.77741400E+02	1.63527900E+02
9.90699700E+02	2.13161300E+02	1.96692100E+02
9.90759400E+02	2.53831300E+02	2.34815300E+02
9.90819000E+02	2.99704400E+02	2.77862100E+02
9.90878700E+02	3.50819100E+02	3.25877200E+02
9.90938300E+02	4.06645000E+02	3.78371100E+02
9.91015500E+02	4.85014300E+02	4.52149600E+02
9.91092700E+02	5.68244700E+02	5.30612100E+02
9.91247000E+02	7.37032000E+02	6.90105000E+02
9.91326800E+02	8.17712400E+02	7.66574400E+02
9.91406500E+02	8.87970500E+02	8.33365000E+02
9.91486300E+02	9.43828900E+02	8.86714600E+02
9.91566000E+02	9.81759200E+02	9.23270600E+02
9.91616200E+02	9.95419900E+02	9.36692500E+02
9.91628800E+02	9.97553700E+02	9.38844100E+02
9.91664100E+02	1.00073000E+03	9.42235900E+02
9.91699300E+02	9.99784000E+02	9.41746000E+02
9.91769800E+02	9.85784200E+02	9.29353500E+02
9.91840300E+02	9.56580800E+02	9.02606100E+02
9.91910700E+02	9.14042600E+02	8.63238700E+02
9.91992600E+02	8.50929100E+02	8.04506100E+02
9.92074400E+02	7.77446200E+02	7.35879000E+02
9.92238000E+02	6.17171000E+02	5.85680900E+02
9.92366600E+02	4.95441300E+02	4.71271100E+02
9.92430900E+02	4.39847100E+02	4.18934900E+02
9.92495200E+02	3.88869400E+02	3.70896300E+02
9.92559500E+02	3.42920000E+02	3.27553600E+02
9.92623800E+02	3.02126800E+02	2.89036800E+02
9.92688100E+02	2.66387700E+02	2.55258800E+02
9.92752400E+02	2.35428500E+02	2.25968700E+02
9.92816700E+02	2.08858300E+02	2.00805000E+02
9.92881000E+02	1.86219900E+02	1.79341800E+02
9.92945300E+02	1.67030200E+02	1.61128200E+02
9.93009600E+02	1.50812500E+02	1.45717700E+02
9.93073900E+02	1.37118400E+02	1.32689800E+02
9.93138200E+02	1.25541600E+02	1.21663000E+02
9.93202500E+02	1.15725000E+02	1.12301300E+02
9.93266700E+02	1.07374100E+02	1.04327500E+02
9.93331000E+02	1.00205500E+02	9.74742600E+01
9.93395300E+02	9.40198700E+01	9.15533400E+01
9.93459600E+02	8.86427500E+01	8.63998900E+01
9.93523900E+02	8.39329300E+01	8.18801400E+01
9.93588200E+02	7.97767300E+01	7.78862400E+01
9.93652500E+02	7.60829700E+01	7.43314600E+01
9.93716800E+02	7.27785200E+01	7.11460700E+01
9.93781000E+02	6.98090100E+01	6.82781300E+01
9.93874500E+02	6.59784800E+01	6.45684400E+01
9.93944700E+02	6.34273200E+01	6.20892100E+01
9.94014800E+02	6.11155100E+01	5.98347800E+01
9.94155100E+02	5.70785400E+01	5.58745300E+01
9.94295400E+02	5.36763400E+01	5.25082900E+01
9.94435600E+02	5.07689100E+01	4.96118200E+01
9.94622600E+02	4.74681600E+01	4.63209700E+01
